,xrp,solana,tron,poly,ftm,eth,cro,bnb
,close,close,close,close,close,close,close,close
Time,,,,,,,,
2020-05-07,0.2193568557668683,0.6089398899298076,0.0160484155385832,0.0246590428216777,0.0040416986846825,212.29247620086525,0.0663116168509899,16.973507971075282
2020-05-08,0.2181712594452162,0.608939662026112,0.0162131484174732,0.0244241026239335,0.0042030669331372,211.68904835113835,0.0685674792815514,17.17429638517618
2020-05-09,0.2162367432923211,0.6017917957668725,0.0160970288407074,0.0233086427162937,0.0036689952337929,210.4318181376063,0.0636410635811402,16.831057985373022
2020-05-10,0.2008703323642056,0.541777928609612,0.0143790724801115,0.0222190618991222,0.0036150350499977,188.13722615896583,0.0647953651498687,15.319104122325577
2020-05-11,0.1938879095773076,0.5139234956267317,0.0139637650911655,0.021283430809328,0.0039854066178365,185.67471809740292,0.0648001209310343,15.07906074307934
2020-05-12,0.197123255346823,0.5333426539131136,0.014488267186478,0.0232542867773668,0.0039457041277509,189.30578181851277,0.065868323353323,15.73790761409712
2020-05-13,0.2018031173650846,0.5533191018747785,0.0150488159929248,0.0243734497826388,0.0046619543759995,199.36937254304945,0.0673177865190556,16.178744648828747
2020-05-14,0.2033912160291681,0.574281421724847,0.0153226905247813,0.0248959450425581,0.0054859660195661,203.21124699378416,0.0644271140966844,16.354338338129395
2020-05-15,0.1984767930027895,0.5564341957677822,0.014867080912375,0.0241084433211545,0.005119430311308,194.27309778153105,0.0635949821347978,15.665539932690042
2020-05-16,0.2006850356972078,0.5989661106774994,0.0149909363300826,0.025112352572863,0.0049316489815375,200.58339090310048,0.0651465301319418,15.99885402922948
2020-05-17,0.2006639116278447,0.6159337448626931,0.0150108090288393,0.0260392706658333,0.0047237146455162,206.76889403683904,0.0675854460888884,16.280923203891124
2020-05-18,0.2046393482591903,0.6477344448774962,0.0153115852443828,0.0268011456907506,0.0046339876487373,214.35764164526785,0.069055723042343,16.609872253376516
2020-05-19,0.2047414495967015,0.6219357513498963,0.0155299552460806,0.0294619596084664,0.0049391699527404,213.68672021176667,0.0707430420490152,17.167573323604675
2020-05-20,0.2018710059893614,0.5795859352817158,0.014994574143524,0.031355167217156,0.0051281215373105,209.9207882888633,0.0713505187886567,16.881454352776174
2020-05-21,0.1950121656076696,0.6055660983994974,0.0141733445837204,0.0288984091061545,0.0048988902396361,198.9175157507187,0.0688501474084196,16.0669095726554
2020-05-22,0.1996088686877518,0.6149832258209792,0.0150185802734468,0.0294363763381892,0.0052831729188232,206.22772963994552,0.0736676545989321,16.425133794724594
2020-05-23,0.1975492794234443,0.6082201706733519,0.0149414342880387,0.0302638262435665,0.005742595564163,206.4112069583191,0.0744600063589534,16.476266625185772
2020-05-24,0.1941903629123577,0.5465741722754689,0.014235630501439,0.0337274881391528,0.005535096733844,200.69072858230615,0.0731315064111397,15.992111456381426
2020-05-25,0.196854871965375,0.6022304108336682,0.0147238436655638,0.0347266191769593,0.0057190328287141,203.81011834234977,0.0790756485405576,16.343638959558113
2020-05-26,0.19413459787001,0.5731399463825178,0.0145449582110457,0.0338184220059982,0.005843101545281,200.96361540675863,0.0781786606788323,16.222916082933914
2020-05-27,0.1972017579801018,0.5884004926151261,0.0147520636626883,0.0330839133034001,0.0055502183237693,207.84589389085411,0.0803241125678343,16.453060488158076
2020-05-28,0.2007968979897139,0.5721700884660958,0.0151532337546663,0.0357854852200258,0.0056975027925067,219.59156405880168,0.0804559395308128,17.0369406967339
2020-05-29,0.1979050286089938,0.5774323126967125,0.0149306108637296,0.0357799325513221,0.0058242295287444,220.49116734603788,0.0800306901327587,16.995852092999662
2020-05-30,0.2057748292676929,0.5858132380721703,0.0162689510283737,0.0380332867767736,0.0061332902251396,242.7097702678268,0.0848559976629283,17.74005658373599
2020-05-31,0.2032687101969978,0.5756770028863081,0.0158864987022439,0.0418871827611029,0.0056253742283741,232.3310030389668,0.0849343379803209,17.08047499174346
2020-06-01,0.2108723496202248,0.5789755237865244,0.0169919124782609,0.04587067093948,0.0056470184308852,248.04456658448652,0.0948699695320903,17.86826730805164
2020-06-02,0.2032858789259503,0.565814320391003,0.0162977728088751,0.0446733032519769,0.0058797214185819,237.2653201286792,0.0901537151201603,17.278144088449928
2020-06-03,0.2036247031824327,0.586205470714686,0.0168119546989215,0.0454228484437399,0.0063427738453541,244.1253366100756,0.0959761593835541,17.5321020358125
2020-06-04,0.2048498448966637,0.5867553687536804,0.0171121121806862,0.0454571143009925,0.0066763963270864,243.70782131595865,0.09966941675669,17.76777119114562
2020-06-05,0.203138547547953,0.6569611049457513,0.0168461877587586,0.0452633517471473,0.0062388917045425,240.24696898765103,0.1002461314544013,17.64277721077558
2020-06-06,0.2032095968943038,0.6254174646400334,0.0170161866604427,0.0466099396339611,0.0063952219947446,242.02164036721496,0.1045044445691375,17.544231651455394
2020-06-07,0.2029318950423821,0.6193745553415636,0.0181245655450577,0.0496726087649439,0.006268735223975,244.22674439497985,0.1079273397585256,17.3855854776686
2020-06-08,0.2040536556633028,0.6676807419152483,0.0179694337041208,0.0507101490914301,0.0063591844720649,246.21278326044265,0.1088237762262293,17.392401206538306
2020-06-09,0.2012691474908419,0.6554185232956307,0.01755729859768,0.0504053682692431,0.0063532631647016,243.8495266518988,0.117232547455846,17.35802857503161
2020-06-10,0.2028000526521789,0.6503617499580121,0.0175932320349166,0.0478917474565596,0.0065951875316605,247.5419715295243,0.1150583333007895,17.400270231856606
2020-06-11,0.1901104918878887,0.5719983046317773,0.0157736805679571,0.0391444985329724,0.0060387281447085,232.00078536182025,0.1050612856381389,16.314759849959252
2020-06-12,0.1934117184423724,0.5933564822995189,0.0163949443813269,0.0480583979630769,0.0061188617412528,237.5934108774424,0.1086368515582503,16.633166760636566
2020-06-13,0.1927812935571546,0.6088102028493066,0.0167317806284687,0.0519239269041525,0.0066984687852305,238.29362910089247,0.1090195301150063,16.8077330047672
2020-06-14,0.1903856507606028,0.586183105523133,0.0161821486603924,0.0474914662050727,0.0065880531164978,232.11252047744932,0.1114377361373328,16.571572104684737
2020-06-15,0.1921076792508842,0.5703312716454458,0.0161779847430114,0.0495134344315722,0.0065556790324425,231.0170115525279,0.1106965537795001,16.377795766770895
2020-06-16,0.1911280314860965,0.5850988389924333,0.0161311042088532,0.0510856582039956,0.0068337818778007,235.28847948297147,0.1138879190415839,16.41756493914464
2020-06-17,0.1931721550021491,0.5818481709972113,0.016187608352811,0.0509835232988953,0.0067214455694665,233.8636184621818,0.1157480929985202,16.38942281312573
2020-06-18,0.1904168195113875,0.6199980008389199,0.0160573204188704,0.0536036189856823,0.0072953571389102,231.68485732135008,0.1156493018305937,16.16904727460514
2020-06-19,0.1872217853352464,0.6860916859440122,0.0158883831648919,0.0513796332198204,0.0074971555815083,228.9592128032193,0.1167114197551863,15.964316175348207
2020-06-20,0.1886753828746182,0.6445979846649201,0.015985994994969,0.0537202732833866,0.0075054443278164,228.8691487972198,0.1191156527729631,16.05376830453166
2020-06-21,0.1854099592252496,0.6727477930583199,0.0158651001462433,0.0553394338122013,0.0073017855307216,227.79190590968685,0.1189185366880044,15.94815180570584
2020-06-22,0.1900352502164729,0.7271729644769215,0.0163838359675586,0.0517752645354149,0.0070326102336876,243.36470999245495,0.1247701328268578,16.493462868940206
2020-06-23,0.1882923705116137,0.7067336276588002,0.0164661424910326,0.0491991962539795,0.0070323142592551,243.07948223903705,0.1245733718341398,16.37632339031764
2020-06-24,0.183929729808104,0.7362452622406327,0.0159438739330324,0.0467212771260084,0.006500537928919,234.5649846444734,0.117800886128115,15.994267023204436
2020-06-25,0.1835236551761963,0.7126894105564204,0.0159281727671507,0.0459019464094089,0.006592785620127,232.64870349961572,0.1162810843754416,15.913795778184568
2020-06-26,0.1827797132172419,0.7407208653820945,0.0158502302240239,0.0422756396184937,0.0063643365123006,229.6365260272679,0.1146590095648891,15.760713523841984
2020-06-27,0.1758942909892878,0.7133553688193407,0.0154540853932823,0.0386450755214081,0.0057060707748048,221.0260852973422,0.1124527132165987,15.143047161776026
2020-06-28,0.1769985457927027,0.7987604659546775,0.0157632944555777,0.0406332924431335,0.0060102936903188,225.12294616525017,0.1190576941729964,15.366038526155643
2020-06-29,0.1775972067308944,0.8531268842862817,0.0161874999490205,0.0406943334826018,0.0059529675612477,228.20576377381224,0.1265207606052401,15.475919362097487
2020-06-30,0.1757005136053166,0.8592955544373364,0.0163874900757334,0.0392606355450179,0.0060720060046373,225.59281496891896,0.1251012498182387,15.429636809481364
2020-07-01,0.1767398279580138,0.8324592358815799,0.0168713757197385,0.0386903590886152,0.0059505353919295,230.66194359094905,0.1260686269792059,15.82008122659031
2020-07-02,0.175210257774019,0.7746114788082067,0.0166248000696269,0.0377575156475497,0.0088243023084461,226.57442434030435,0.123135565092336,15.351366990642129
2020-07-03,0.1760296723286848,0.7674704652113047,0.0166310824886699,0.0389220527337261,0.012805543153079,225.1764054804081,0.1249114601030193,15.292613762872096
2020-07-04,0.1777614586588641,0.7811871083546776,0.0167869592375174,0.0397120041807334,0.011467023815098,229.0947164621886,0.1283470504744208,15.55406577871271
2020-07-05,0.1771849637233156,0.6921876621707542,0.0167902202733465,0.0417682253877927,0.0111054508957781,227.8993750381917,0.1308007810078292,15.492049777777622
2020-07-06,0.1883891324513359,0.708409297313418,0.0180340752780259,0.0412604091365834,0.0124096557166442,241.52685187431663,0.1358423153095233,16.31375648247885
2020-07-07,0.1848248394453982,0.7534772552866666,0.0171391483045687,0.040881213990847,0.0120827626464038,238.96448054067795,0.1383420754614743,16.77301864557116
2020-07-08,0.2043360987809611,0.7956141684819489,0.0179297145208738,0.0419012429136032,0.0114332877373616,246.85900786802029,0.1434300360024151,17.18878039611592
2020-07-09,0.2023685614925825,0.8504783390765865,0.018469289609148,0.0416813612144827,0.0111417905270401,241.97512857897888,0.1421636735555496,16.819681237789247
2020-07-10,0.1987890313083414,0.9136373735709604,0.0181418893742758,0.0439811413075549,0.0103203497393371,240.95495378293265,0.1432650306261733,17.216878342022962
2020-07-11,0.201416195220585,0.9215341890095096,0.0183560966464087,0.0454382984653188,0.0113903528538184,239.1020255467136,0.1448582061346284,17.614558389871206
2020-07-12,0.2008469044649782,1.017526937557668,0.0181624705423987,0.0440845608319533,0.0117728908414716,241.7715226007061,0.1447880089098908,18.2822214187026
2020-07-13,0.1986064679265707,1.1787532874584383,0.0175387978972072,0.044122852114059,0.0107983355339592,239.63878681174097,0.1423725599998214,18.38502672798852
2020-07-14,0.198871491614848,1.1483561946452148,0.0176319956523193,0.0431655373141948,0.0108147755415759,240.25147066847245,0.1406200663910799,18.090037256165
2020-07-15,0.197230021439994,1.293547505551052,0.0175802535112812,0.0420664096359677,0.0107093559755933,238.66359720631723,0.142959233651589,17.602996971592386
2020-07-16,0.1940464027900509,0.8689184704805727,0.0171496371263878,0.0402227950340036,0.0101560161498121,233.837074562722,0.1419736215885714,17.151995036741816
2020-07-17,0.1942677657087078,0.9818241501710888,0.0171742932424098,0.0407332421414769,0.0123461054199232,232.7814774382605,0.1423642798380038,17.079910599644585
2020-07-18,0.1994707631300637,0.9673182706042268,0.0174203215497459,0.0405684438581581,0.0120346063535668,235.6811447764246,0.1450440857373295,17.13579467205755
2020-07-19,0.199522931959199,0.9224383437804942,0.0175332155408824,0.0409278515615744,0.0124856109381848,238.89523167867927,0.1448817984303199,17.964878581093124
2020-07-20,0.1946700277033581,0.8730589788162091,0.0171980847374488,0.0416800448001927,0.0164381586869406,236.06009844538684,0.1418342061776268,17.48010559244796
2020-07-21,0.1990502172354597,0.9763920314535464,0.0176376919912377,0.0418044481963339,0.0153134903936054,245.2337350263425,0.1439269836632816,17.739935559584133
2020-07-22,0.2034376405940475,1.0447246666635182,0.0179592910286625,0.0423981881659218,0.0151360621334031,263.7624639660021,0.1464844407358735,18.064678785451687
2020-07-23,0.2081869528528015,1.055806292137335,0.0178695905059191,0.0417682181942682,0.0145581123266526,274.7236202591814,0.1466319049771617,18.679071364962475
2020-07-24,0.2042966234637715,0.996204458635239,0.0179811330204884,0.041024215424608,0.0145241384250234,279.42705624758224,0.1468040051159052,19.174068633442023
2020-07-25,0.2142616155779087,1.250866425449966,0.0187123516460576,0.0416108862762312,0.0139972069518455,305.0381394111965,0.1505625265874181,19.80752853012818
2020-07-26,0.2152833098092214,1.597026052950196,0.0185350133467505,0.0394504248979209,0.0146071865270984,310.51799095173624,0.1541659756161067,19.520963080493125
2020-07-27,0.2238763206412864,1.7769558120449132,0.0186789884319624,0.0366961559677248,0.01229015114597,320.47619130968184,0.1650025417323857,19.68213941131244
2020-07-28,0.2299564389962979,1.7839631352797094,0.0191150152030402,0.0373664399565781,0.0128983746117385,316.4067660520556,0.1593478289898977,20.159614377404264
2020-07-29,0.2426965515770819,1.657191929125876,0.0192750242171963,0.0401883335416581,0.0126574387589465,317.5390729161191,0.1631856763286385,19.872261286815668
2020-07-30,0.2443588431660519,1.688418732306239,0.0192443142279405,0.0395161623194412,0.0138531198274012,334.7419220365616,0.1621052457916764,20.03146086566417
2020-07-31,0.2592326561791822,1.538097031663773,0.0196864424287396,0.0391500290982599,0.0132581518423154,346.00350607288686,0.1647712150268003,20.693955717192168
2020-08-01,0.2913018478979388,1.5331373954293075,0.0204870214507029,0.0398976631191485,0.0128959332408303,387.9424211712469,0.1741976651735153,21.602045818170808
2020-08-02,0.286309750290156,1.7460156741727717,0.0190007555230729,0.0375665142412738,0.0129491961381815,370.7323024312388,0.1636277676418119,20.907934984515915
2020-08-03,0.3100926995272097,1.800363680560212,0.0198635046402866,0.0387554090860282,0.0133078977938785,386.2474477178088,0.1630464695554035,21.95591965275125
2020-08-04,0.3006844248898732,1.897307254698148,0.0203338227569277,0.0400551395014679,0.0137943589177593,389.3830083498991,0.1565487622292349,22.262851677672508
2020-08-05,0.3023822645129705,1.7611833194175444,0.0203674397018256,0.0399876166735238,0.0158587826108392,400.18436250318,0.1631779505542267,23.258103117077056
2020-08-06,0.3033670076975788,2.2019224919095755,0.0202386415443471,0.0412279652364843,0.0160714776718675,394.5417454611831,0.16234250159962,22.727115837134946
2020-08-07,0.2938976678070039,2.073120413084232,0.0198338566993524,0.0407427121333706,0.0165513285774824,379.1351558498163,0.1613790315219172,22.19926947187335
2020-08-08,0.293886303654129,2.473401784088845,0.0203559396746568,0.0430868096865507,0.0174494295407455,391.47843864211467,0.1666798036473094,22.86889205735353
2020-08-09,0.2877609634879869,2.659002831147767,0.0204294117434744,0.0465907128477744,0.0180802912560096,389.6229311129114,0.1670286914235454,22.42038767132576
2020-08-10,0.2941888960018664,3.135883738986437,0.0214879171085775,0.0468963870349917,0.0183418787734546,395.2099136571893,0.1691150380955587,22.57428903780444
2020-08-11,0.2839828672550237,3.264869117899598,0.0201185736247489,0.0443853596759517,0.0161052190810086,379.1747639527544,0.1611441701618014,21.133878144094165
2020-08-12,0.2823902059280601,3.741387930130048,0.0202268191591251,0.0489632235923977,0.0186838661953934,387.50053082397886,0.1623102218913265,21.60059011305779
2020-08-13,0.2943336436556765,3.733675412574768,0.0223944644410353,0.0474080286655965,0.019088645133036,427.49026536796873,0.1628157527527149,21.76114130202024
2020-08-14,0.2995466202839251,3.417497219987532,0.0247430925339399,0.0487463700942162,0.0198812043216231,438.7625874702974,0.1647866048205305,23.024404503993196
2020-08-15,0.299311135681832,3.173195437376957,0.0251782872606283,0.0480605925611724,0.0277313415033919,432.6546652389318,0.1666661950396203,22.90796258336114
2020-08-16,0.3032923477695733,3.3852267282077357,0.0280886772199437,0.0534154190774788,0.0261771521457749,433.4318609321125,0.1686526257676001,23.47471960773288
2020-08-17,0.3146297531934636,3.103088944314995,0.0303978195047586,0.0556030916725135,0.0265184662964215,430.0325050897228,0.1699925390006446,23.52633097478227
2020-08-18,0.3029762978947723,3.331062075226566,0.0287420464476855,0.0606734067445912,0.0295879694029336,422.1066528659943,0.1663530480832709,22.97380165407701
2020-08-19,0.2901266967471109,2.8961310680437595,0.0264676238251555,0.0560722615603376,0.0296553195456599,406.5744691821068,0.1634406625092342,22.307582956985765
2020-08-20,0.2922525781867663,3.206502582193953,0.0275211898751601,0.0572974435065537,0.0356362595500545,416.46977582279794,0.1635901434599392,23.07262944423247
2020-08-21,0.2791806305823162,2.933189413589933,0.0241893907128332,0.0525873557237937,0.0283047349639589,386.8238914189483,0.1683620715153796,22.094652464902527
2020-08-22,0.2854389359353903,3.0217655955968654,0.0251355860742328,0.0556426310046616,0.0320537139613377,395.88501828908585,0.1678110182522756,22.175839292385888
2020-08-23,0.2851067954158283,3.3299340513884106,0.0244027486876011,0.0589999871125736,0.0336809197618983,390.7891350477376,0.1710910439854903,21.83761772816288
2020-08-24,0.2889889462508965,3.339777044334113,0.0251170101620754,0.0618381018010994,0.031457755859748,408.2691456317229,0.1744422001563738,22.571494222389703
2020-08-25,0.277714277220598,3.2612416074765758,0.0231078733090682,0.0552607080289713,0.0295194268633506,383.6621431182992,0.1687680445187959,21.452477453617824
2020-08-26,0.2765109084708183,3.5510669414297205,0.023684270255351,0.0585496532833468,0.0288427153387105,385.7524998749212,0.1697733594384946,22.225939657310363
2020-08-27,0.2643129566362412,3.430616121799528,0.0230608918413241,0.0547701340856941,0.0263949629671495,381.8376513210842,0.1682147297646613,23.071884718613457
2020-08-28,0.2713516293652327,4.011416157428157,0.0239232162016672,0.0580677792173273,0.0277041374602785,395.1382132386204,0.1728774596844236,23.06537998016267
2020-08-29,0.2743044410353674,3.972282229488827,0.0249786883515721,0.0626819328289041,0.0266761677891327,399.374543834064,0.1735086407415413,22.991704969773377
2020-08-30,0.2823106648109957,4.436663533464179,0.0269148436215762,0.0623386881697108,0.0354204064925404,428.2956791635218,0.1779095992882021,23.62291042617998
2020-08-31,0.2824332033877913,4.794461849472079,0.029349690212924,0.0591439225172869,0.0395183522180409,435.6930232991007,0.1783836797051574,23.163433626535507
2020-09-01,0.2946188253560146,4.304353616338777,0.034715690938479,0.0571928159112695,0.0396876030685303,475.6846642626859,0.1811464364233546,24.666511939506307
2020-09-02,0.2750951115567203,4.176224469342381,0.0347402700182721,0.0554308710586745,0.055195285012138,439.3537602153149,0.1743109301238511,24.64635903957026
2020-09-03,0.2452863401836842,3.513971151875509,0.0409407267424269,0.0432712901828632,0.0405023384767179,383.6915311779978,0.153706157541111,20.51672336058053
2020-09-04,0.2554988957220964,3.5407174542293283,0.0356962276151141,0.0477065252708758,0.0444091605116334,387.9040290939166,0.1560945759765398,20.9672794249688
2020-09-05,0.2371246990690675,2.5951717114056416,0.0299776280442299,0.0422434282508299,0.0304756327989857,334.4685930135432,0.1506661444223919,19.40743243842831
2020-09-06,0.2394869983145511,3.087153751704757,0.0316980002465818,0.0452336342699866,0.0338702071422938,352.99300214607035,0.1507839494683039,23.236376313822092
2020-09-07,0.2419253901835391,2.906438017628754,0.0321518091945094,0.0421868547344007,0.0320017394022648,351.8778602923998,0.1498778350129199,22.31487527882162
2020-09-08,0.2364452824371709,2.4742806348861026,0.0349672513954719,0.0409230365949224,0.0297074100057405,337.84505193506857,0.1486604614181709,23.00880342091523
2020-09-09,0.2391166069678763,3.634370351289769,0.0339777661587408,0.0437124190371227,0.0307401117377023,351.2322670832359,0.15060341582279,24.486045253548028
2020-09-10,0.2430010845259671,3.453090001140051,0.0329900677594543,0.0465573480384034,0.0324450336883247,367.6389288100068,0.1510101958549008,24.41384260442618
2020-09-11,0.2424559553323719,3.4462085226704344,0.033467568023555,0.0483673337752634,0.0307762659056219,373.9149059897517,0.1599896258790453,25.389281087797876
2020-09-12,0.2462457036617809,3.3326620873211703,0.0327488206778821,0.0500655666869951,0.03020826878935,387.7235162900226,0.1636193392982743,28.453207780628457
2020-09-13,0.2423228845096534,3.22479831179511,0.0306582755480835,0.0464130163327166,0.0268570237466549,365.695506306262,0.1608201162709555,31.117471967379696
2020-09-14,0.2461972409499735,3.2623912097330243,0.0304012382224765,0.0464949025914284,0.0293377195959736,376.394561113407,0.168628227823407,31.213230898254388
2020-09-15,0.2430338567797409,2.931693208266334,0.0279155981783373,0.0443543696067609,0.0267132799465322,364.6900450860686,0.1691741850539139,27.17624422268861
2020-09-16,0.2472168120177698,2.5494654060917625,0.0264768723708475,0.0416027740332577,0.0268114107994239,365.13055081164816,0.1683504625469498,27.85508077250597
2020-09-17,0.2518807943806491,2.919199303305689,0.0279939437714648,0.0427436203677601,0.0269958021505884,388.7974562319938,0.1659254838372982,26.791783085251986
2020-09-18,0.2500861615516868,3.084079827098842,0.0290080052338393,0.0432857930198329,0.0372570374441739,383.17286599152135,0.1661578930253967,27.09515766101024
2020-09-19,0.2518876731964807,3.0147288973338715,0.0277192814558521,0.0442269375914294,0.0400719305276233,385.4721234936851,0.1676787843316263,27.202934633274253
2020-09-20,0.2463963375993493,2.8679582577061704,0.0269425477750355,0.0416429233928013,0.0344623786118671,370.9678951624775,0.1597632050740683,26.429360501624764
2020-09-21,0.2316565754769656,2.77366022930038,0.0249368164384996,0.0376330768938432,0.037125751487188,341.2771308718308,0.151886319387795,23.533250188050296
2020-09-22,0.2331628823635652,2.9402155138255077,0.0249889858265766,0.0366436722890532,0.0447173957308181,343.9175471009491,0.1523035629521562,24.026975887077132
2020-09-23,0.220603415902742,2.8355005874806776,0.0247888042843133,0.0326319217655582,0.0354150681318246,321.0774351739628,0.1475586807729873,22.810300091418643
2020-09-24,0.2326994329688168,3.130126407105003,0.0260791269905868,0.0358984995948153,0.0394489228938373,348.8210199785493,0.154515798970794,24.518301019222108
2020-09-25,0.241207248789041,3.191006049537429,0.0271112819446718,0.0378376761072506,0.041831987181872,351.3315670221176,0.15368258956892,24.625905335253822
2020-09-26,0.2414816901523531,3.135145215569654,0.0272129576741213,0.037585935041679,0.0401960350730498,354.2615819143104,0.1540355975305697,26.17859218285808
2020-09-27,0.2422348263679157,3.1659948849500643,0.0265259289099391,0.040664434864922,0.0396175836676943,357.0664364067552,0.1543184235326971,26.194385294610697
2020-09-28,0.2417008797939546,2.9557751507195418,0.0262787593479251,0.0419751163980518,0.0389306871218379,354.4295835375506,0.1526972946036046,26.849458383572696
2020-09-29,0.2428437912313461,2.945119038534579,0.0263078416073359,0.0418138019318999,0.0389297735769338,359.4260895383702,0.1535866942753218,28.78426116230888
2020-09-30,0.2413448305484734,2.895851723928607,0.0262017920968735,0.0455190386267881,0.0388738913450183,359.59898475085777,0.1522036750590005,29.241127996475694
2020-10-01,0.2383472874585699,2.866125781133827,0.0256895638523859,0.042694113986809,0.0368180987480563,353.1978481381707,0.1495693029789395,27.45899928250056
2020-10-02,0.234059316917683,2.6289039111067782,0.025956946581853,0.0395667522944116,0.0335590830823049,345.9125682279143,0.1471383613616801,27.2476304876252
2020-10-03,0.2328085875901819,2.553637807805796,0.0271957625213683,0.039113914306573,0.0311024481736559,345.99246319342933,0.1466291605963821,28.22021834627341
2020-10-04,0.2479847390459327,2.522557078453714,0.0264375492119798,0.0413117407799829,0.0319014999105065,352.4588065039611,0.1485559994041551,28.97366756673542
2020-10-05,0.2502197326334,2.652751429083878,0.0264568493528421,0.0429498264450135,0.0301570371016754,353.6044273109067,0.1500188471466266,28.60297752267053
2020-10-06,0.2453798939305834,2.174595988147619,0.0255825449344398,0.0403268025982142,0.0258978029630709,340.6160218128092,0.1471463243724794,27.67315432044839
2020-10-07,0.2482874060784774,2.290102499091077,0.0254890535581979,0.042534598981642,0.0268570494776897,341.4437964782809,0.1475760781688948,27.6740125866321
2020-10-08,0.2510242903592255,2.3626573108302025,0.025699161402052,0.0452092724397156,0.0289834220738785,350.0556765681245,0.1505568458835904,27.691576992362418
2020-10-09,0.2532068473668065,2.539492735094531,0.0263089696009936,0.0473471269522577,0.0316185450258875,365.3394448193936,0.1522875386116438,28.389814112971795
