Time,Solana Market Cap,Binance Market Cap,Cronos Market Cap,Ethereum Market Cap,Fantom Market Cap,Polymath Market Cap,Tron Market Cap,XRP Market Cap
2020-04-24,5027193.620409137,2352743588.494633,752848676.1979648,20756708748.58927,7043243.487747456,12330049.611369029,918326861.2666912,8482035724.246257
2020-04-25,5173619.233465031,2402829550.629272,767280650.9917972,21449928671.504494,7815366.719838211,12634551.605175711,926046994.641618,8571317096.772564
2020-04-26,5137791.330825961,2419596600.6712656,787507277.9281775,21798344583.464844,8844910.99817029,12852596.282371055,940174410.0502044,8682610510.595545
2020-04-27,4616001.375155629,2423050238.754496,797135805.6282845,21715118585.74493,9378974.077590806,12670104.487087924,957743960.7222868,8729627019.338083
2020-04-28,5283691.351331575,2419444104.3851547,809334381.2093413,21824818237.69873,9472231.516475536,12796101.863155149,1007638566.198653,9405727836.780416
2020-04-29,5897415.537215416,2563905019.005386,952051221.5826658,23796586177.48911,10348193.84066858,13694268.928293196,1073395454.1298008,9970767177.657255
2020-04-30,5635423.505964131,2521986646.0992293,961512128.3647902,22894189506.373463,9639777.88567182,13216389.614461938,1013846525.0812234,9449611235.487078
2020-05-01,5735879.899599453,2584203457.0105963,956312483.6854942,23540629181.114624,10494222.129143896,14109822.184726072,1049259998.7714852,9616759488.62069
2020-05-02,5669404.169981707,2594586018.023593,1001804480.1784596,23700169401.049606,10452669.91773098,14407873.33851661,1077850052.6111724,9833981773.529411
2020-05-03,5486412.385664286,2526415835.1669164,997586204.2262664,23254687127.813503,9867842.232032755,13669933.02215541,1059914790.8599868,9678343975.978186
2020-05-04,5354861.583908894,2503993914.5150027,1008021276.2892642,22819858077.111965,9265952.02140095,13868782.781543966,1071939953.2007638,9590628118.624918
2020-05-05,5195811.6286706,2490362707.68423,1043450615.6224624,22740460359.466698,9319127.201155486,13881141.809969597,1047376790.0536397,9557432319.43245
2020-05-06,5010066.054780242,2471282824.909132,1073122803.7880723,22529347281.111214,8699281.26962548,13752618.603791583,1050287106.4177294,9538926053.665504
2020-05-07,4874818.721855924,2525210913.3767586,1107784388.9308732,23678773321.927563,8546901.725807551,15593715.217246993,1066276042.8150072,9676456757.334677
2020-05-08,4827334.908169065,2536683339.7633896,1146024962.279514,23476076684.66088,8954194.45969951,15499072.782106856,1070447627.5554814,9652873648.68168
2020-05-09,4816707.909418276,2495851840.77263,1053053642.0590864,23328821609.133904,8075922.359484147,15322234.933665125,1065527852.3057888,9545970574.247507
2020-05-10,4324416.949285259,2258003159.3085427,1078949761.3770258,20859785783.852856,7619278.03016169,14089179.369319525,948220383.9462348,8860901078.056873
2020-05-11,4171226.2991002905,2231962404.7689114,1082695774.9960735,20616754314.25829,8429007.227066305,13536521.405366505,925441025.732158,8552948875.18262
2020-05-12,4266741.231304909,2327383911.2319427,1102340939.5822573,20993946147.95032,8295364.724520062,14777002.25001382,958257359.1781336,8693754579.16676
2020-05-13,4413742.897500913,2390558640.3661294,1126351974.6709063,22169692740.7452,10024621.530141337,15488796.91986923,995332187.5232056,8892830320.503365
2020-05-14,4570789.918376839,2418544120.370333,1093145299.0412924,22562017222.46954,11700897.04314932,16025702.45611056,1014636103.6810944,8971968255.938885
2020-05-15,4432087.508991812,2317509550.38672,1075463739.4792974,21656663418.09443,11008327.766842969,15413974.273194138,980202540.4482952,8755377615.674406
2020-05-16,4752035.386171752,2371381209.7246,1098304696.9442432,22256509489.00485,10201095.063716209,16064077.489624009,986965544.8498216,8852789501.286718
2020-05-17,4898008.357759836,2407687200.476228,1134342462.8873806,22938430778.9383,9881074.607601663,16602480.58917496,994292118.3105286,8860387827.044128
2020-05-18,5213969.633802138,2456333484.604976,1179061093.358149,23793534838.638046,9846859.669851577,17234114.298792187,1008683480.04088,9011434283.414942
2020-05-19,4996233.199332481,2542931077.022972,1195097766.5656917,23656360817.218487,10326948.075317975,18885905.823933773,1027154849.5566802,9031729491.792507
2020-05-20,4629608.829738474,2496496117.670325,1207170720.7841845,23303624068.60854,11020645.339214653,20099502.647703525,996300568.611853,8905106034.5785
2020-05-21,4853042.594897839,2378561522.0209627,1175612550.6847515,22089212414.44277,10265507.626614535,18523587.787495863,938533422.3878844,8602543016.30914
2020-05-22,4919865.806567834,2433514189.1309667,1253052797.6458323,22960218146.427925,11184273.335299574,18883252.170681927,995152403.9054608,8816681088.275835
2020-05-23,4866957.615424991,2432310884.606986,1267282108.2270648,22943289960.014706,12211702.699072756,19398264.147926837,988704317.5037338,8714462345.390297
