Time,Solana Market Cap,Binance Market Cap,Cronos Market Cap,Ethereum Market Cap,Fantom Market Cap,Polymath Market Cap,Tron Market Cap,XRP Market Cap
2020-05-24,4374843.160369413,2364976579.025716,1246274406.7443595,22417907964.48714,11751163.128635371,21635462.845241647,951110940.068582,8586301007.646535
2020-05-25,4809730.17960867,2416857097.416029,1349062066.211329,22639118588.39778,12184600.321043093,22340474.585054588,973956862.3665104,8682758874.370806
2020-05-26,4598505.351008801,2395241252.186364,1332282276.8519049,22325672542.330963,12493541.118030664,21720804.801261622,962006916.7195668,8567002549.941864
2020-05-27,4715158.090275346,2430831282.617362,1367134358.568748,23085068545.91044,11667964.39843476,21304220.443244267,974999377.5882946,8699660782.665977
2020-05-28,9366383.783941554,2519147859.662903,1374060635.4343784,24328143646.44253,11811499.178638896,22987042.2775229,1004724739.9202868,8857724066.1647
2020-05-29,9427078.266084636,2514242773.5231204,1367338094.321251,24504031642.684784,12373567.482927596,22931053.298087977,990228142.0402292,8731198879.71849
2020-05-30,9591470.33610501,2623199554.996485,1463167636.3381827,27012940828.46696,12533789.71361486,24456454.390264075,1074220048.5416143,9100788486.566254
2020-05-31,9399234.951485896,2508703324.268179,1463823237.6208737,25671662155.409367,12005273.48002044,26783280.193116862,1041716730.544972,8966762754.982592
2020-06-01,9424972.586161828,2655040579.638382,1613715558.117495,27559451838.43636,12063257.341041498,29541105.81715785,1117455045.1096916,9302180983.968418
2020-06-02,9310563.109433703,2555160161.912837,1562923868.012683,26414164713.757725,12667689.147486074,28870157.270120356,1074344440.6620414,8967520116.600977
2020-06-03,9614805.94741188,2592716465.79479,1659789406.6301782,27137533088.4328,13526490.629097262,29297565.98260076,1111946591.3388655,8982880357.683361
2020-06-04,9543805.262487222,2622151848.8793354,1724448316.5925317,27105225697.6403,14028021.906234983,29386161.365878742,1128960172.8486364,9036511117.737663
2020-06-05,10747702.95638117,2609083547.6139207,1735336922.1727924,26722521046.76495,13559962.602964615,29347702.130560625,1122349677.9578178,8983729851.068195
2020-06-06,10180036.835310562,2594510241.243783,1809492492.17028,26923196533.750423,13642254.80233313,30296642.85746217,1130090535.44119,8959322858.43545
2020-06-07,10138083.793723866,2569939047.803725,1867989287.8492887,27129407338.340355,13358221.990904924,32437149.39647972,1197202933.3307078,8950315641.572674
2020-06-08,10913789.386770498,2577895737.5594263,1899011327.250938,27441367803.298782,13356445.977992771,33047481.573913485,1189569247.9466748,9001388939.03785
2020-06-09,10726797.093153996,2566693310.4844394,2041320950.313079,27188436885.46926,13555332.052238526,32874686.746775106,1162187965.166538,8878556339.039703
2020-06-10,10648020.65447342,2567525315.830553,2000195929.4902143,27480866985.686268,13942132.456412558,31252740.008208998,1163620455.9315288,8946088933.548634
2020-06-11,9341515.406268211,2405200798.5210166,1833059196.8563545,25655172292.438347,12935662.743732017,25440056.449421603,1043014362.8609346,8386316203.510396
2020-06-12,9722321.601662133,2458716489.464939,1895168088.4911425,26414947184.76374,13072045.488034723,31122080.06339233,1083748326.6740716,8531942725.594468
2020-06-13,9955797.604756866,2482197891.362207,1897755996.9937696,26503078976.085632,14291641.658540891,33852735.333928905,1102425876.4499145,8528927628.977804
2020-06-14,9583560.125035351,2450773581.1365023,1950253754.787632,25856836267.17579,14078408.787386991,30957995.717449524,1074747005.736212,8426050743.047891
2020-06-15,9320494.000741212,2422013097.527766,1941336190.5996656,25743924409.197376,13913240.427415203,32589549.54006769,1070507414.6080904,8520123141.714212
2020-06-16,9519846.38912149,2426825300.850088,1999419095.154108,26206196967.82947,14571968.338235624,33110091.74110208,1071320476.7602578,8470921493.314353
2020-06-17,9549958.35463254,2424884750.756174,2032162973.8599577,26079437153.80169,14369052.201755945,33407582.67235312,1073284085.5271884,8577386518.673258
2020-06-18,10224928.435807472,2394325177.820512,2036734831.9355824,25847377552.22144,15515690.44527544,35272209.70058827,1063485115.8667305,8445132213.438693
2020-06-19,11247343.894203106,2361132693.7891955,2051511882.825264,25534271650.26011,16122407.255648162,33644516.11457704,1050050313.6324816,8313481454.272817
2020-06-20,10673766.043338615,2373897719.7149124,2101280653.1299064,25501270877.342503,15995966.67131384,35149712.30725725,1057506213.4057406,8365620576.287947
2020-06-21,11086240.79289364,2358874801.5481806,2099532382.666166,25381090910.620564,15600433.528885417,36230519.27181811,1045280274.0861152,8223074113.743773
2020-06-22,11996277.112687156,2437229810.816067,2204317879.591147,27083046206.889904,16823865.969230715,34175575.81054269,1086470724.2428408,8440336061.247619
2020-06-23,11646898.982503338,2417477041.4239235,2208237840.873677,27097142032.576195,16829550.682343405,32368470.731321767,1090897952.7851236,8350911268.409599
2020-06-24,12150092.54225176,2370741002.541043,2087599461.2457795,26239099771.42649,15582766.796125274,30821029.35118268,1055823301.7924414,8157424802.059575
2020-06-25,11741625.18994288,2353394947.3436666,2064746655.0825765,25963410301.57377,15898140.531021051,30259717.11798961,1053493048.9567636,8174313655.851336
2020-06-26,12079079.145186102,2330947468.521242,2035357011.227376,25643178437.809326,15294906.010200778,27993403.42918705,1050254085.7325504,8147773072.74046
2020-06-27,11750514.839677684,2244154724.2146554,1999647672.4712589,24650756780.212147,13668926.688659612,25612602.89821896,1026822672.093845,7834494705.544174
2020-06-28,13136127.952360293,2273304407.392324,2122701348.112053,25059706534.523754,14375676.124830384,26791516.81734193,1043719151.1822392,7893165939.317899
2020-06-29,14062849.974509096,2288640054.1966186,2254333378.3641105,25465535919.172665,14174943.689216323,26940965.07919637,1072154515.809234,7910841789.320565
2020-06-30,14164459.013979023,2283276873.7562456,2234742413.536215,25169333234.47631,14517004.873956282,25964630.46471407,1083872402.5041642,7825863681.306612
2020-07-01,13737840.609279668,2341084177.1575685,2254432750.4405694,25738012877.807854,14226827.412393697,25597300.64351526,1116254777.768723,7876682374.54288
2020-07-02,12783903.734507758,2271469452.384509,2203244378.375985,25284990219.958416,21027267.710076675,24973754.654602863,1098345872.0918365,7804027232.306131
2020-07-03,12672163.175031388,2264032087.7304187,2240887896.5461764,25132071680.625286,30780223.614609312,25775888.57065117,1100673952.9704404,7844409345.792821
2020-07-04,12892264.592707587,2297513032.595132,2302974862.3437853,25572481115.80829,27241411.611213557,26219819.646662496,1109113237.578899,7927764847.482127
2020-07-05,11423393.47428414,2289383666.6296763,2348290607.8346434,25442148685.628662,26576550.6695798,27652426.81311957,1108472968.2275531,7886205457.101266
2020-07-06,11691026.180906912,2412542715.3395653,2443785917.8409142,26966777214.595856,29382242.36509153,27339609.72746981,1191366500.4910548,8382624840.303058
2020-07-07,12435090.742149867,2480460217.184676,2491056664.6221533,26667827703.348965,28963718.727948267,27050187.146776143,1133113866.6098852,8221452519.17162
2020-07-08,13138366.724263769,2541966350.3867364,2585168547.32494,27538955079.081337,27444995.39518564,27779755.17133513,1186791320.6929207,9112910280.659475
2020-07-09,14045120.422821058,2485639478.87122,2567298164.979026,27017961197.637337,26727897.66716346,27689340.54551551,1219479832.16702,9043230526.68333
2020-07-10,15112460.37027957,2547754640.775417,2585576173.246704,26917385878.316235,24769852.630894717,29240643.666217517,1200410234.0634053,8893727516.201387
2020-07-11,15255277.05816987,2604910436.970678,2617698924.3780065,26712364780.153114,27357557.22601676,30191501.710482147,1216489143.582518,9013255810.651312
2020-07-12,16696748.621766666,2698495512.134894,2620842345.2843533,26889793823.339703,28527147.670990597,29206398.739397854,1198493164.3028357,8966264523.682837
2020-07-13,20428062.235112287,2715245514.9643817,2581237994.5975814,26757968884.421734,26264022.206005223,29481915.445885748,1158863921.916048,8890650610.877533
2020-07-14,19972946.84442129,2675828065.214395,2550740128.462171,26870705032.69441,26029762.321056176,28818086.53801666,1166184290.5962565,8915032188.42276
2020-07-15,24362181.926540542,2603200688.7911263,2601282227.700626,26686755678.99533,25780808.1104874,28065275.50846665,1162230495.6348948,8838298047.426737
2020-07-16,17274473.46197496,2536635434.4637985,2583953232.2699785,26142878196.66504,24428201.961181115,26835641.481457524,1136043096.5131955,8697735762.463654
2020-07-17,20917439.75564856,2523851243.1158524,2593250123.6333566,26015174195.367386,29111594.536342524,27209709.988003854,1135931155.2853563,8705421339.112036
2020-07-18,20602905.14344744,2534108968.221236,2646557723.1455765,26352655621.66684,29023383.87559349,27056379.978702348,1153594024.70811,8938710463.140823
2020-07-19,19624140.864785757,2665508175.6084304,2645423118.307535,26715274452.48371,29997516.864521384,27243662.06856097,1160720849.5434887,8937948631.520885
2020-07-20,18811046.939017244,2585027026.4680834,2593524261.895056,26401433618.61543,39690260.05476574,27899954.00385311,1137189741.0033946,8723579266.387522
2020-07-21,20859692.480081823,2623383923.4302955,2633631756.684532,27404691587.94453,36965252.79380783,27916345.305159062,1166039245.9844728,8912758866.8116
2020-07-22,23288212.437627885,2659506640.3949366,2686150491.1361184,29528105819.948067,36667842.713119216,28428173.069037143,1187513997.1568108,9117327614.133474
2020-07-23,23621340.96676559,2760438295.9559746,2691666306.8433256,30714049723.16856,35148742.20125014,28150106.019312307,1181872818.7865438,9317240501.250223
2020-07-24,22240716.375305213,2834374931.400485,2696815446.2112813,31236557399.18939,35257297.26569392,27683362.40817544,1189804641.9531207,9164825016.57929
2020-07-25,27986367.374513853,2935074481.7602634,2769600546.175716,34136825749.9608,33898892.26847498,28077038.187045258,1237888425.8163102,9607904717.300404
2020-07-26,35745817.7886529,2885760248.061521,2841553293.5124235,34754323492.16516,35344023.81738151,26597114.202040765,1226576774.728515,9655192377.359356
2020-07-27,41165009.82828771,2910698837.6927166,3044153641.5125394,35873239729.40686,30155082.176049583,24775896.284736283,1234193882.534184,10031095202.6743
2020-07-28,41629008.98213004,2981283364.288104,2944587278.8180985,35422047874.02414,31334573.996689457,25284132.37063547,1263497875.1456642,10311201250.050516
2020-07-29,40210662.87394944,2937168739.556445,3014362491.6246443,35553131948.946304,30749392.764027216,27205939.462031536,1275237978.746614,10884642645.428476
2020-07-30,41117076.71814283,2965551533.5553617,3006618142.032276,37564052087.124535,33613012.63499152,26696533.739930544,1280196561.25552,11025956249.094622
2020-07-31,37711209.1687282,3060607052.3759594,3056610308.586313,38794882275.39032,32207505.52119784,26441543.357089464,1300902580.3904903,11629863144.261322
2020-08-01,37591996.350815535,3199992932.004054,3228880334.0115743,43411673380.48453,31310102.07983804,27140194.18464952,1359946661.9891994,13102382209.080418
2020-08-02,42382004.442631856,3086470430.666615,3044082195.452048,41469942047.79405,31507146.362868745,25465026.321283128,1257390414.570865,12840645689.037195
2020-08-03,43879557.43250306,3239321258.880512,3033580448.250319,43272376856.193855,32390001.055524383,26242476.191089235,1311257725.3627963,13884633781.743805
2020-08-04,46368816.3139189,3293276431.1433253,2918608317.626204,43787281284.31828,33352334.7336082,27319112.081059884,1345452538.011023,13462388683.52242
2020-08-05,43050611.45569475,3438061584.3995376,3041954622.8090363,44844619093.01642,38753879.11068205,27156243.10547761,1347041137.6457796,13565668790.998877
2020-08-06,57169342.30736419,3370982469.604111,3028208220.398869,44217734699.09528,39145165.67113438,27970678.20654427,1344914188.8051512,13609846976.87266
2020-08-07,54969359.87215626,3278820417.3771663,3013433982.1944084,42541561650.30221,40251767.58707257,27756969.216864403,1312532913.431703,13200238136.076147
2020-08-08,65401183.62573061,3378074822.8434706,3117538102.964771,43821378072.89572,42520271.24953999,29273182.328980967,1346716202.881445,13179779923.53841
2020-08-09,71020175.15382175,3315615444.52618,3126450427.3340507,43682388559.8162,44149288.43677407,31522649.31055196,1351206041.060284,12903150357.63545
2020-08-10,87332088.95472732,3339788962.5250287,3169119825.5019946,44298575284.6648,44747176.136788905,31970680.93166735,1540087370.4081736,13205041144.120668
2020-08-11,91851887.99480896,3114747466.7359214,3022029919.5822506,42639702440.41078,39654896.47730344,30266464.41472656,1448059464.3627288,12779443008.676954
2020-08-12,105458413.8307931,3188863589.722237,3049703038.937867,43436076387.69582,45757041.10821237,33224631.456854586,1448454733.872007,12671000194.634298
2020-08-13,108874815.26710749,3215330089.174842,3048454581.543968,47693538253.1255,47215408.69498577,32284140.06963913,1598181105.7367582,13198440485.89151
2020-08-14,101662334.18190424,3404939838.399494,3102027426.7256,49022330904.64755,48810696.98328946,33171646.04570289,1773095457.6296072,13455250546.009106
2020-08-15,94560197.3979158,3387732401.946912,3144113351.854529,48462771178.61529,67950067.41303721,32738413.06478525,1800500620.939422,13435515076.955982
2020-08-16,101093049.99744666,3473865123.87327,3173329071.02436,48635333662.57019,63896938.35961044,36240908.72215681,2004829141.3802955,13623503827.413843
2020-08-17,95117475.85564578,3476788975.014206,3214346728.607488,48259667903.08671,65070553.500129744,38136585.24853656,2177322276.44678,14132765558.945095
2020-08-18,103512572.7225058,3397690721.6801467,3150418373.1859007,47400903599.29812,73381623.5885548,41889693.425161086,2056165352.3217645,13616539460.561516
2020-08-19,91194729.76245809,3302382351.2778296,3082657459.112388,45642757811.590775,72714343.53895004,38310146.02899746,1894966987.0383773,13039045107.718191
2020-08-20,101186302.29256418,3414255884.599508,3103357310.5220003,46754739209.41609,87666593.24617924,39219097.73980798,1973679998.8806944,13121088346.449871
2020-08-21,92576368.0854075,3260640031.8602395,3195098189.708452,43434501400.18814,70123759.74511689,35967317.21086397,1735654888.705267,12559855812.78279
2020-08-22,95149797.26079312,3277780668.58648,3190486974.7589946,44454504740.72998,79133441.47510818,38062199.3770665,1800770628.3339677,12828364996.706217
2020-08-23,104838610.420335,3233813725.379268,3335944780.5204687,44021875258.78832,83304422.38384926,40388040.25377523,1746424436.023542,12847345400.40493
2020-08-24,105025071.74355628,3336417081.5551314,3413536467.139922,45914782850.88361,78373901.93186484,42040315.33013366,1797018341.4353862,12990310946.328604
2020-08-25,103504610.6052642,3176756104.727373,3309719790.1128063,43097616381.47341,72806270.29414722,37961167.48185637,1664029922.6047373,12481198829.12082
2020-08-26,114219136.44905476,3295697167.2175984,3327322674.830749,43337732292.52325,71147239.30272998,40214534.154678896,1699531070.2167757,12444058389.73597
2020-08-27,110491240.21623018,3411961399.989428,3305346615.0004897,42903096293.90094,65087581.45304041,37471863.51792401,1651861024.0946293,11892725357.024134
2020-08-28,129651597.85797817,3413764685.101583,3398669070.390177,44402928843.0099,68387451.63237621,39872723.36010706,1716739822.3462267,12209429474.40524
2020-08-29,128816760.88101023,3408734637.1192765,3410502978.282706,44884412904.61814,65592615.4886492,43081903.25974103,1789978305.7823682,12327872181.022144
2020-08-30,144468272.8412078,3486695535.749884,3501034595.0670686,48092923342.6494,85669911.63468204,42756659.85952123,1925720685.055772,12698936383.28671
2020-08-31,157231078.23530626,3429200221.899609,3527223195.0770226,49098776608.15353,98901098.32483104,40783682.1809724,2106364631.2178705,12734844410.00787
2020-09-01,144080731.16918826,3678647220.13556,3599858028.998208,54146717970.58548,99256981.99294417,39500881.96312487,2539265375.233237,13354060728.872845
2020-09-02,137747076.79202124,3644800878.5971375,3438926051.451995,49401551509.00041,134259998.055826,38322980.29163267,2500138440.486889,12382372183.463934
2020-09-03,119105104.96979707,3057090063.010929,3038445030.3779607,43135808902.68998,103779606.620433,29910881.32034087,2968464928.9952216,11065297518.795168
2020-09-04,118962336.47400291,3101433925.4020534,3092878586.48302,43627087090.32896,108290802.90417188,33018858.351484586,2557999528.638269,11509605205.140549
2020-09-05,87193154.31518938,2870047729.5380454,2978096284.4710646,37655618254.05087,75140318.51560096,29020774.6094116,2148203424.564824,10673276821.059343
2020-09-06,103754712.65869252,3441897088.2076416,2997006940.7072563,39710363028.2121,83848930.80610433,31129575.64859728,2273578872.9200454,10779606840.159897
2020-09-07,99103615.3011978,3289616682.452981,2979821317.455135,39639961273.34071,79391733.06941481,29095066.343767125,2304687627.758872,10890870593.009487
2020-09-08,85338829.21618006,3391729400.819674,2949843497.6978493,37835807856.34224,73741325.27089024,28255346.11136509,2506697826.510688,10612102851.321522
2020-09-09,121438753.71660665,3606231301.623527,2992581499.687976,39580368571.35996,76381355.57315862,29929840.063332576,2432250822.6366944,10762935066.23375
2020-09-10,118759154.8277774,3603704433.991752,3005045930.527515,41300327191.46368,80895444.42565611,32186991.41356213,2360943486.212121,10937780219.207964
2020-09-11,121133286.76719752,3752802265.119167,3188357229.3498354,42135842526.32081,76240885.30339415,33466678.822356302,2393152993.1620374,10913243278.057064
2020-09-12,116947704.57942767,4189027940.767463,3260119833.757238,43393172173.54062,74908335.61814708,34547904.74852819,2345089676.8291745,11065127814.291183
2020-09-13,112654349.57438488,4578726414.545887,3215845920.1209235,41170490544.06533,66980626.25989158,32044020.40287902,2191624244.217628,10882899642.99869
2020-09-14,118721263.47138277,4512125844.064322,3370709958.136228,42353184458.585205,73150591.09632283,32203865.454672568,2176497962.9353347,11089299566.068031
2020-09-15,107150010.94799854,4009700860.494176,3386760248.942741,41019180031.929504,66572386.27274691,30771877.11187287,2000437910.464449,10924989830.669458
2020-09-16,94070098.59695262,4122357757.56389,3377002101.8069563,41136175614.140686,67239014.98739202,28892386.724653285,1898490896.580309,11135223431.648582
2020-09-17,107329192.55976476,3959528315.0560274,3337199442.666317,43828530075.491394,67308014.6562895,29792273.19533074,2005533256.2404203,11385313831.484953
2020-09-18,115398247.16683204,3976466685.154942,3342504101.724358,43009572687.415535,93874679.31014952,30040844.18039572,2071796866.6582963,11264465645.812262
2020-09-19,113066182.9422364,4024066272.6573086,3375015052.2493577,43455110863.06883,100397500.14867476,31021771.504500818,1987357097.1208088,11350057025.953384
2020-09-20,107485223.20908946,3891106120.858083,3223852020.5430503,41929980576.65271,85622929.57074755,29128774.0475075,1937096059.1980517,11108885769.40159
2020-09-21,105132421.8250733,3493931691.129836,3080047680.6459265,38695806846.97656,96352878.51665658,26513938.26443684,1796697088.8100562,10487928992.66827
2020-09-22,110996725.68154047,3535552468.393081,3077632510.791268,38679912764.2938,111759162.15680328,25769648.60699894,1783816866.3631887,10492066944.17281
2020-09-23,107801478.99659245,3373414662.270313,2985593181.428988,36239170986.342445,88570961.64815022,22910347.44145684,1779348735.8154309,9962004555.544462
2020-09-24,118878878.68168244,3626151929.2579103,3126754189.029804,39314719146.84341,98824944.60829449,25189247.71555433,1867972703.9292636,10494131135.670378
2020-09-25,122238331.59277277,3635723607.8745694,3117269299.645803,39598389061.56603,104418580.74294037,26608234.95456732,1941450202.2674203,10889835408.523603
2020-09-26,121477645.40078652,3874918801.864329,3127043477.1356587,39946698187.61045,100777323.66472872,26151974.052066952,1950485517.7860825,10890187788.561169
2020-09-27,124163454.94575258,3864067179.6542735,3130420220.3163805,40273903426.08249,98965825.27533051,28421787.661783755,1901276011.733478,10923070031.636724
2020-09-28,115671366.64099684,3964694603.56834,3096882734.6146803,39794887269.46124,97540557.9528638,29565942.881677147,1877591030.454089,10909450364.66475
2020-09-29,117794737.82329232,4253400066.790345,3122703151.273061,40574256067.82458,97748785.41042116,29436856.48016829,1888147587.515824,10971187241.150057
2020-09-30,116997169.793763,4325855176.035254,3102398294.644583,40586538615.954575,95360157.2273337,32104081.42342341,1877606980.3102295,10899063751.06877
2020-10-01,116446343.764479,4036519254.14418,3047823353.710211,39782583382.89109,92331072.09457022,30043248.25791875,1835572400.865505,10764337318.910015
2020-10-02,107373602.62220952,4021625433.981785,2996084772.887328,39005631807.605095,83552631.5115209,28003416.76880525,1863300044.742168,10556863497.81936
2020-10-03,104629198.18132688,4184514172.408719,2998207750.303474,39098719406.98244,80665117.09843989,27580853.83033184,1954274588.46274,10514196298.522305
2020-10-04,104629072.11208975,4283270102.311906,3033174358.6330123,39758373727.61445,80627547.90065499,29118117.211699307,1895422203.6315875,11199587834.605822
2020-10-05,109983903.67952684,4235422294.4251127,3068461087.29209,39890007481.293,75738869.12790164,30358507.28588138,1896932206.6168573,11307554311.79234
2020-10-06,90510593.136206,4081175972.411447,3017281316.372249,38419834420.75508,64784224.65293852,28523561.719455127,1832368643.9958696,11084643136.206514
2020-10-07,96626244.2271101,4093867354.474435,3028319312.4099727,38556379197.91778,67273968.96352416,30117014.97089181,1827287513.199129,11218818700.668957
2020-10-08,100361073.08665311,4090366937.1627183,3090635555.15757,39539898845.29083,71661828.76253158,32099701.55155904,1840876785.9008768,11334024210.08485
2020-10-09,108143704.99926196,4198511785.695526,3132883568.423416,41261693685.49925,79277656.49357717,33709210.22092791,1885921800.4906604,11430599247.425385
2020-10-10,102263473.3254,4178281516.429207,3174079034.974063,41919449520.12781,78252453.91276562,34769544.61584017,1893972435.2584589,11480057649.969584
2020-10-11,102599664.11189498,4216513538.6379657,3177522775.70698,42273071872.95007,81674932.82754591,34377573.94116913,1902210362.589584,11528592963.20647
2020-10-12,109398780.83412512,4529414810.436585,3189729790.777024,43787622889.79302,79937269.66750862,34894593.541670755,1944395776.508417,11547933259.808218
2020-10-13,104349414.79795986,4536387303.784849,3041350212.550255,43068111158.10915,78108797.00273518,36464561.03924631,1921550555.451818,11579458886.39285
2020-10-14,100630989.38907091,4566346921.865745,2868247155.682999,42827891085.95138,72515652.02564968,36217055.66803961,1915921477.2110016,11289545967.208303
2020-10-15,98861299.72953752,4615821052.678012,2886909348.5296235,42625398559.3636,75325528.35592492,36833105.610368825,1896921623.0721693,11112767380.445564
2020-10-16,93684534.75782022,4436816337.992663,2822647105.3547654,41424753265.12099,63526472.65798684,33974038.849443115,1846307959.409048,10874858493.814571
2020-10-17,95604758.79489854,4471124012.698126,2772578328.59281,41654901940.043465,65257086.38844641,34227675.3208181,1846221637.7514503,10900012046.55129
2020-10-18,96201418.29928117,4528416810.274056,2520695230.9392514,42730815492.78595,65714097.87175568,34247248.79048896,1858241265.5817149,10954294383.1286
2020-10-19,89483911.14654794,4422322858.349566,2279955068.00922,42919073937.74135,63015037.46040129,32267332.97316305,1854310115.3884964,11127972262.118706
2020-10-20,82488167.14046891,4241175299.495496,2208329265.642102,41623179886.79757,56916545.60790759,32835615.59669461,1862153059.599812,11010364585.952295
2020-10-21,82144490.25896214,4374680295.690144,2106537281.7457476,44137912522.42472,58999232.20900375,31812349.334191065,1909678260.409968,11329214560.353268
2020-10-22,86559361.41416237,4520768370.052209,2010966939.515048,46776265907.29224,62849543.28298788,32524676.67637098,1938752951.8651435,11608695449.016638
2020-10-23,86992250.29298699,4521344664.32785,2106556497.7692573,46233128841.054825,61094178.867266886,32436109.688300423,1913992976.4521067,11528694804.7515
2020-10-24,85097119.41553113,4517960819.150934,2130728617.5265424,46625376044.79527,64479205.08176242,38118676.97528201,1938329263.3849916,11583185134.49128
2020-10-25,80166567.40845197,4446242745.625003,2027591989.557876,45985592948.88831,60535520.5313725,35532766.81300526,1930893471.7987692,11437584758.527472
2020-10-26,76352252.52403358,4603816454.737595,2003060062.8028536,44537523611.830605,55262227.66660407,33634123.07118887,1918513676.4887853,11251937997.81557
2020-10-27,78379682.65133592,4683647247.1061,2068706284.8856857,45687568527.06391,54374992.29546978,32533881.18353193,1933822218.9668384,11442642257.775915
2020-10-28,69484097.07158922,4484041908.978538,1873757300.064864,43943405500.51123,47673291.20817325,30843299.041152645,1926742846.240857,11130573950.231762
2020-10-29,65484559.74846173,4420211966.048975,1904937096.0877151,43798925859.1192,42281282.37129927,30354560.16326533,1904266072.570968,10984724881.899357
2020-10-30,65971825.09030392,4216701943.861658,1770379287.2072506,43341298725.501526,43310254.65183101,31622480.892665014,1836926363.8842056,10810777275.29966
2020-10-31,70310236.99352686,4195740161.800611,1783843222.383929,43692767478.3082,42132781.028189935,31396032.47526357,1851059113.000115,10856481131.012754
2020-11-01,73223097.96611069,4189298124.874467,1774914308.2115943,44687833549.98935,40716740.56348533,31261976.796802927,1840588921.3843715,10850086644.81099
2020-11-02,67681588.11219725,4129579048.05467,1691107695.492036,43437224863.28803,40364741.31177241,29428638.980987318,1757120094.3608923,10658907925.25602
2020-11-03,64789424.24486666,3964658696.983034,1669500477.2420616,43903834507.36285,38237822.04153048,28619887.501012214,1745186268.123213,10825564613.24112
2020-11-04,64037059.28113097,3967025116.0989695,1627427491.76897,45360338717.11154,34576659.15772953,27683229.40549161,1734784879.440158,10743521737.795149
2020-11-05,64230247.78658664,4094007654.912032,1673270712.593298,47077208350.069885,36434978.11462408,29179991.36534665,1788274392.3737197,11124604142.737074
2020-11-06,88646989.63268837,4277111583.089685,1672853054.9404297,51546745852.67799,45304053.46013043,32548516.753845107,1868677635.432325,11704359403.32484
2020-11-07,94477844.75803708,4095631471.42624,1553113901.8163116,49463138492.48698,45538726.08312415,36388140.57343807,1793306742.9305208,11317038198.801226
2020-11-08,99153483.96280438,4188047516.4405794,1584260901.9688165,51682115129.3641,48964735.62305777,37217720.790768005,1823731920.443189,11505066439.712791
2020-11-09,92911864.560423,4123746337.8883257,1482172204.478943,50377035452.20988,45478479.059547536,52056096.77186799,1779120641.0647614,11352430154.034582
2020-11-10,104439762.47148168,4166476642.6499786,1483502756.19635,51000796202.07293,52789820.980462566,43986939.3083865,1783715409.8667555,11490781189.881498
2020-11-11,91842384.4291332,4116039125.576173,1505809796.6597967,52569790942.69943,49967176.21766785,40676498.004991695,1789671717.7939093,11581743651.842678
2020-11-12,86929582.54336853,4082305596.914276,1528140142.585262,52548309254.49251,44213696.73673016,42846840.5868085,1790853418.3679774,11568349653.60645
2020-11-13,92395446.39953326,4164934047.783281,1499896691.6588628,53963588841.12772,46976833.84520359,43771140.689750105,1813418816.9131596,11967905201.74462
2020-11-14,88345125.41853492,4138996735.163435,1447198413.868821,52476765553.11609,45597562.629535735,42351057.08365175,1802217154.0708048,12168486548.547997
2020-11-15,93688715.99840245,4078970764.357405,1373617240.976396,50978678612.60896,44513229.855857804,42773823.53491974,1810243224.0749407,12225964205.426842
2020-11-16,103751002.08687328,4142983110.027352,1409343883.1117475,52356872782.26836,48668953.63046777,42114480.22684554,1819393729.5655425,13020227238.11232
2020-11-17,101161954.40612784,4214237524.1577663,1417010277.661562,54716609289.54231,49281540.75606621,41290362.1442218,1890051319.666887,13699226052.693602
2020-11-18,97122156.74764428,4153238203.998652,1428971934.2183568,54435713128.05311,43930395.00907248,40184213.71464711,1930287883.63499,13333028438.790695
2020-11-19,95016544.57983688,4147358204.585626,1449395452.533757,53447508889.231575,45318840.72351696,42563069.55059365,1846615826.516268,13688238714.07078
2020-11-20,96699115.09128667,4272178890.389447,1677603924.423525,57875755337.83428,46657826.93138602,43705723.219153866,1879975405.441064,14856763848.314428
2020-11-21,109103139.9036232,4508909727.234483,1579565550.6757832,62062910159.27977,50617933.57452866,45743457.70637277,2173231120.159422,20875694423.800144
2020-11-22,99643753.24807031,4442355802.130595,1551711386.168476,64219272617.02369,47902550.40520448,44631105.30667424,2076527477.9528525,20263167572.455383
2020-11-23,104405683.73789696,4543628008.752998,1571516091.3056798,68705033455.82259,55756667.10218109,44826404.32321016,2240811283.8710995,27755744126.98821
2020-11-24,103371313.28825708,4982769840.406043,1767089031.6270812,68461935305.63655,59153794.15428736,45843820.72848021,2506562509.231706,31379229573.72973
2020-11-25,103929950.4113385,4638993020.327642,1714788300.5204368,64369854808.74336,56715234.6700988,47773303.99462776,2361750868.326899,28365023766.984238
2020-11-26,87261948.4587302,4160410878.601351,1388416794.3493967,58947811751.58192,46168593.4515937,50644539.87694933,2101085833.6531284,24167249535.98628
2020-11-27,85368717.62930092,4205742907.961242,1400475893.8032658,58773961397.8997,45501015.35766698,48342106.17466508,2100115084.187797,25290590706.82122
2020-11-28,86876340.85848026,4300575783.620462,1426806617.9673195,61290956964.36442,49203432.81670515,49578610.9089142,2176657467.432039,28482039221.782608
2020-11-29,87979239.4231415,4451872526.18575,1444851402.6059904,65121266717.86392,48644879.24627147,48534564.104826495,2192297028.4670944,27374753041.126007
2020-11-30,90930509.95528533,4628855599.420553,1533809847.7547245,69576210026.93625,53166762.17954516,50173999.391571455,2320261920.890665,30191107728.904293
2020-12-01,91819218.14741091,4456593037.752746,1438029112.093324,66950738084.67838,51955655.22738073,51441023.6920568,2173072754.301631,27852580172.90597
