,Time,XRP Price
0,1586649600000,0.1885856605415796
1,1586736000000,0.18793418546556673
2,1586822400000,0.18827236788185847
3,1586908800000,0.18610888684287522
4,1586995200000,0.18169801367609822
5,1587081600000,0.18856584786352443
6,1587168000000,0.18890422687848843
7,1587254400000,0.19410552542802123
8,1587340800000,0.18984854465276943
9,1587427200000,0.18330269141211422
10,1587513600000,0.18313346135006744
11,1587600000000,0.18768951931615696
12,1587686400000,0.1901184454663675
13,1587772800000,0.19238168847343698
14,1587859200000,0.19442200981571112
15,1587945600000,0.19693094024713242
16,1588032000000,0.19789304938794036
17,1588118400000,0.2133646263583613
18,1588204800000,0.22602861693321166
19,1588291200000,0.21310049835339237
20,1588377600000,0.21763942367204323
21,1588464000000,0.2229278108306535
22,1588550400000,0.2193996373715576
23,1588636800000,0.2183355316840978
24,1588723200000,0.21665867531586175
25,1588809600000,0.21316859552060752
26,1588896000000,0.2193568557668683
27,1588982400000,0.21817125944521623
28,1589068800000,0.21623674329232112
29,1589155200000,0.20087033236420565
30,1589241600000,0.19388790957730762
31,1589328000000,0.197123255346823
32,1589414400000,0.20180311736508466
33,1589500800000,0.20339121602916818
34,1589587200000,0.1984767930027895
35,1589673600000,0.20068503569720783
36,1589760000000,0.20066391162784475
37,1589846400000,0.20463934825919036
38,1589932800000,0.20474144959670157
39,1590019200000,0.20187100598936145
40,1590105600000,0.19501216560766965
41,1590192000000,0.19960886868775185
42,1590278400000,0.19754927942344438
43,1590364800000,0.19419036291235778
44,1590451200000,0.19685487196537504
45,1590537600000,0.19413459787001003
46,1590624000000,0.19720175798010187
47,1590710400000,0.20079689798971392
48,1590796800000,0.19790502860899387
49,1590883200000,0.20577482926769294
50,1590969600000,0.2032687101969978
51,1591056000000,0.21087234962022489
52,1591142400000,0.2032858789259503
53,1591228800000,0.20362470318243275
54,1591315200000,0.20484984489666377
55,1591401600000,0.20313854754795302
56,1591488000000,0.20320959689430387
57,1591574400000,0.20293189504238213
58,1591660800000,0.2040536556633028
59,1591747200000,0.20126914749084193
60,1591833600000,0.2028000526521789
61,1591920000000,0.19011049188788876
62,1592006400000,0.19341171844237245
63,1592092800000,0.19278129355715468
64,1592179200000,0.19038565076060282
65,1592265600000,0.19210767925088426
66,1592352000000,0.1911280314860965
