Time,Solana Volume,Binance Volume,Cronos Volume,Ethereum Volume,Fantom Volume,Polymath Volume,Tron Volume,XRP Volume
2020-05-02,3457574.557001388,403799189.0925784,6753722.980376473,14287655444.044804,1846157.115667904,2777710.708415474,1623289442.8672678,2161381421.7909484
2020-05-03,3375393.730010124,376859551.6469846,7954402.258984738,16158461349.767452,1710549.9948389912,2375954.1845339835,1685661605.4719584,2152766758.0567203
2020-05-04,3467483.256730908,422356843.275439,8135456.851302552,17901489283.101368,2924732.990026405,1897056.5540349344,1820539687.4008627,2467883145.441815
2020-05-05,2903980.8568524625,369161574.8576094,12546715.067704596,14345915703.711891,1181950.0951703896,2035923.7830611973,1884346854.9568985,2076215754.529813
2020-05-06,2715223.2877061805,384069116.94024825,7070859.791428996,18128961143.16994,1916561.440447027,1601783.1774669376,1650772708.5280051,1917689134.9933248
2020-05-07,3385522.0174709754,404774330.5950351,13708649.975808784,15142506242.294548,1713361.1143006857,6630424.55779192,1809428384.182692,2597154210.5145693
2020-05-08,2493703.55942783,341410123.1838205,8680941.515955953,18337241719.88773,1539209.5787914002,2689404.381938985,1794100613.859629,2408353529.8585777
2020-05-09,2126230.1519960337,373684312.1517708,7948415.422704269,15514402336.324596,1145685.8901421838,1963777.6626073644,1721355759.6113238,2545120609.579296
2020-05-10,2370841.7230691817,437921979.77575225,7149057.980740011,19756507796.247448,1569432.6754870212,1965088.3206805023,1805326067.216146,3090382984.656238
2020-05-11,2113480.526002199,391877781.01694405,10325950.44433278,18768379406.38769,2538290.3566790484,1949959.720025006,1822723853.70222,2435998568.3509817
2020-05-12,2182277.4116870984,370701815.9903347,7042081.666710429,13706747451.019009,1367847.1377418668,2691659.9770032964,1712073981.0293734,1955868887.262771
2020-05-13,2337721.3827509126,309359496.9698777,8087532.388686554,13403589148.76194,3276150.3435622063,2368429.3606629297,1653513474.38037,1887395769.1549468
2020-05-14,548910.1111122454,309626333.98877025,8706371.388215326,18153298514.018234,4446303.167206381,2862702.478689283,1530414820.572624,1981280575.955368
2020-05-15,1837728.914580343,311813810.4933699,9354367.816306837,13130818660.24124,2845484.9257399086,2850959.2236159006,1403893409.5974622,1861283854.619996
2020-05-16,2286736.274938201,312867861.06848085,9475305.544319496,11676763398.063229,2368780.3533450286,2592338.9396242118,1404243132.3389585,1618674614.034291
2020-05-17,2950437.821089827,275407723.4557968,8127512.52648123,13449821514.26736,1816529.4889894277,3703781.753173564,1405846453.2992854,1540402812.7256663
2020-05-18,3280890.995949265,273184898.2741001,9254878.081078304,13342260442.297512,2007583.668369513,3174216.746550267,1416185121.8332872,1746308904.9745858
2020-05-19,2375972.6144311675,305892968.0599993,9019321.350224908,10220660537.90651,1939164.2522716,4355125.984212881,1454254472.0098069,1785715895.5300689
2020-05-20,2306268.656301432,288053715.1739693,8690014.64330979,10429639020.80288,2974253.0493309028,5837602.135174884,1441611486.6782768,1733979832.258884
2020-05-21,2791803.410911919,247644529.3298573,23020066.86633036,8110302356.370864,2501020.0430075154,4021124.671179624,1379241041.9333508,1544535157.9958904
2020-05-22,3449950.8698416166,267131549.19327265,28011973.207549285,10636959193.321962,2091892.171255743,1320056.890428017,1436058070.366234,1454970548.1993108
2020-05-23,2624526.4581755586,261935069.89480847,27131894.16917879,8524288901.148943,2581517.471930852,1333036.6126501248,1389040237.3481112,1249075196.4790466
2020-05-24,2831384.62366694,266690358.4166988,26339473.894681662,10782742329.00735,4787915.8211888615,12063557.96860846,1375780653.716117,1289364325.3179705
2020-05-25,4453912.36455054,250808033.5711497,28610341.723732498,9317131818.625378,3569526.64221933,3211210.675122417,1379789255.3117566,1572175495.217402
2020-05-26,2703457.584155076,243698612.37050465,24599928.22072212,8593529312.403248,3718630.183347568,1720854.3446882716,1300413161.6306803,1392748661.8291106
2020-05-27,2545885.09382515,271999812.2086002,32489139.369243376,8773050350.183073,4015768.356175543,1502776.8256321445,1263917725.4886694,1358329184.3187313
2020-05-28,2654599.496858454,289518116.6239882,33049097.519871373,12329460719.291054,2244253.652911562,3132756.014629578,1338506789.0920548,1499537828.1718988
2020-05-29,2051249.6504508469,253571349.5085586,28808982.3868559,10335270102.499737,1816773.3306693733,2476855.7341762525,1251015680.1730366,1388432175.7669818
2020-05-30,2439529.3289575824,302824541.290146,34579233.281416744,13546265992.193748,2031778.617788215,3781888.766750504,1533761388.5189612,1464684241.188124
2020-05-31,1936502.3610925872,297854669.4223539,32024222.66891021,10887047331.601736,2482201.5759527427,8594645.966434104,1587157916.8752189,1594357118.5912654
2020-06-01,2232352.346863049,315491464.56560177,31886585.278759148,12532381844.259752,2200171.736791973,9495400.942994708,1563515326.7731133,1561471396.2505286
2020-06-02,1384105.1497734163,271525033.77835363,32923275.880544968,11228877888.97363,3389744.079745368,4054056.575212503,1515801957.454914,1737361211.0604465
2020-06-03,888236.6647254211,254801494.1041689,30456804.4938543,9023955445.45879,2934374.202337021,2981267.862556547,1483993240.388823,1256977102.309477
2020-06-04,863889.7763493777,257877264.18799347,55183680.8855684,10063518956.568722,2724966.0131239807,4221140.099651407,1452845364.561306,1313145139.9027412
2020-06-05,4253926.368138953,273877565.9260186,58900713.26828416,8222827212.494165,2223468.653519384,3401834.484996188,1414671637.7099266,1297990440.471073
2020-06-06,1644975.9479360643,220115765.14981315,50711097.46840372,7581565794.828065,1376192.8185819385,3423419.7366865007,1433590232.1516025,1058657481.0092324
2020-06-07,778127.9330190483,222645848.7168752,50693952.1156067,9398819027.550789,1670213.5715525458,12492838.666188078,1703435010.2597277,1197102621.5350354
2020-06-08,1450401.0511809927,204601412.0245988,45763159.87713254,8129322897.065843,1476598.8826511733,4239659.677913024,1593155924.274086,1251561325.8446476
2020-06-09,934660.1510810164,198081099.2391379,61027578.78850129,8592468949.874516,1528164.499342899,1936416.638633027,1443804596.1196525,1328042189.9544604
2020-06-10,1145633.2872963657,210381520.46037987,54031565.18756998,7584308101.602023,2458313.898279692,3178640.768413348,1379925951.841142,1303802102.0559528
2020-06-11,1164520.213589104,210778571.13409096,53099481.3788506,12109538778.82486,3519804.427573723,3642589.685304565,1405377507.9753437,1464763764.6771228
2020-06-12,962192.202344892,220024360.0700192,47646029.82031593,9191505535.416174,2074485.877863407,6459020.687439167,1362327721.856665,1332835186.6451857
2020-06-13,753788.2633049818,207559002.9352048,42668490.76096386,6588386730.111501,3941036.0494697113,7847159.205447432,1302042638.3050818,1187813850.7313433
2020-06-14,915552.325663399,190361237.14640367,47705531.50987541,6517043494.317247,3541889.5171995284,4592783.302162539,1252357106.0992284,1150138451.240482
2020-06-15,1052111.2592694547,195644814.4210931,47015837.11727055,9539612843.334751,3088297.6775388005,4685043.155944959,1244045342.6377716,1454758196.3784769
2020-06-16,679085.216200979,197505707.1349693,50075569.16282019,6857067974.879582,2537616.7024796745,5412969.030522487,1132149260.008101,1246601572.7074816
2020-06-17,704810.1888912406,176497164.57965845,45063602.91506109,6079869078.290233,1593752.5856803542,4539895.013426202,1133725979.919312,1319933194.810691
2020-06-18,1372641.01989903,164635413.13393015,45670347.99787521,6063250096.3478,3059482.1339921397,6206637.01591832,737522933.4452596,1163790865.0304394
2020-06-19,7055205.212782311,160644324.961006,45687969.66656302,6840801770.229276,3573708.0556694483,5228404.41878049,712929602.1531055,1194918136.1065462
2020-06-20,1745226.9861953105,163099721.25134048,55301078.1993884,5400222130.457475,2515458.8209059364,3978307.61362251,826582805.2659985,1064702970.5453696
2020-06-21,2287434.9791924166,142296013.71279278,53549619.75929006,4995955268.45639,2193073.4936527666,7891746.125028056,852945088.0875524,1015362822.019244
