,Time,Tron Volume
668,1644192000000,562814468.8815484
669,1644278400000,777010353.2529938
670,1644364800000,1016045839.1554358
671,1644451200000,991860356.7666832
672,1644537600000,1006521204.6697961
673,1644624000000,1133001966.988374
674,1644710400000,892640661.3073082
675,1644796800000,794976108.7482257
676,1644883200000,686384760.7139214
677,1644969600000,708978142.5242265
678,1645056000000,691110915.8044595
679,1645142400000,871887044.4121445
680,1645228800000,729662719.8030758
681,1645315200000,632106420.9206908
682,1645401600000,690627775.3169665
683,1645488000000,873568220.6352081
684,1645574400000,773598639.8840843
685,1645660800000,763568710.8138322
686,1645747200000,954314125.294624
687,1645833600000,1089779226.743292
688,1645920000000,747407548.0086055
689,1646006400000,1152605365.4807398
690,1646092800000,808985002.4998729
691,1646179200000,636477316.7384039
692,1646265600000,568234233.2667983
693,1646352000000,663509982.3352157
694,1646438400000,768453698.7167302
695,1646524800000,747236112.3564208
696,1646611200000,773418724.0298239
697,1646697600000,866838303.0756549
698,1646784000000,1066851895.6364009
699,1646870400000,1209142655.0824578
700,1646956800000,1229076896.4841251
701,1647043200000,868332458.5866543
702,1647129600000,532890367.6534104
703,1647216000000,526861415.23917395
704,1647302400000,627821781.4097726
705,1647388800000,572573650.8486372
706,1647475200000,592061749.759347
707,1647561600000,406653591.41759074
708,1647648000000,481863674.3949786
709,1647734400000,538254595.7006634
710,1647820800000,696905438.2048665
711,1647907200000,719276598.7335675
712,1647993600000,790994963.0855192
713,1648080000000,688732763.5708911
714,1648166400000,742609945.8184283
715,1648252800000,709592825.4340721
716,1648339200000,867301399.8015418
717,1648425600000,1141462363.9340906
718,1648512000000,1030766792.3804218
719,1648598400000,890830314.6824042
720,1648684800000,1607307634.899821
721,1648771200000,1822112580.6868365
722,1648857600000,1003451041.0136352
723,1648944000000,929570315.2873576
724,1649030400000,871107479.6820884
725,1649116800000,1387861693.1481378
726,1649203200000,1400060210.6334274
727,1649289600000,1448266258.6879985
728,1649376000000,920992878.7146189
729,1649462400000,856759740.5779924
730,1649519815000,966231561.4313829
