,Time,Solana Market Cap
174,1601596800000,116446343.764479
175,1601683200000,107373602.62220953
176,1601769600000,104629198.18132688
177,1601856000000,104629072.11208977
178,1601942400000,109983903.67952684
179,1602028800000,90510593.136206
180,1602115200000,96626244.2271101
181,1602201600000,100361073.08665311
182,1602288000000,108143704.99926196
183,1602374400000,102263473.32540001
184,1602460800000,102599664.11189498
185,1602547200000,109398780.83412512
186,1602633600000,104349414.79795986
187,1602720000000,100630989.38907091
188,1602806400000,98861299.72953752
189,1602892800000,93684534.75782022
190,1602979200000,95604758.79489854
191,1603065600000,96201418.29928115
192,1603152000000,89483911.14654794
193,1603238400000,82488167.14046891
194,1603324800000,82144490.25896214
195,1603411200000,86559361.41416237
196,1603497600000,86992250.29298699
197,1603584000000,85097119.41553113
198,1603670400000,80166567.40845197
199,1603756800000,76352252.52403358
200,1603843200000,78379682.65133592
201,1603929600000,69484097.07158922
202,1604016000000,65484559.74846173
203,1604102400000,65971825.09030392
204,1604188800000,70310236.99352686
205,1604275200000,73223097.96611069
206,1604361600000,67681588.11219725
207,1604448000000,64789424.24486666
208,1604534400000,64037059.28113097
209,1604620800000,64230247.786586635
210,1604707200000,88646989.63268837
211,1604793600000,94477844.75803708
212,1604880000000,99153483.96280438
213,1604966400000,92911864.56042299
214,1605052800000,104439762.47148168
215,1605139200000,91842384.4291332
216,1605225600000,86929582.54336853
217,1605312000000,92395446.39953326
218,1605398400000,88345125.41853492
219,1605484800000,93688715.99840245
220,1605571200000,103751002.08687328
221,1605657600000,101161954.40612783
222,1605744000000,97122156.74764429
223,1605830400000,95016544.57983688
224,1605916800000,96699115.09128669
225,1606003200000,109103139.9036232
226,1606089600000,99643753.24807033
227,1606176000000,104405683.73789695
228,1606262400000,103371313.28825709
229,1606348800000,103929950.4113385
230,1606435200000,87261948.4587302
231,1606521600000,85368717.62930092
232,1606608000000,86876340.85848026
233,1606694400000,87979239.4231415
234,1606780800000,90930509.95528531
235,1606867200000,91819218.14741093
236,1606953600000,98158810.32584806
237,1607040000000,97007192.41882148
238,1607126400000,86302542.38359374
239,1607212800000,91469353.58874713
240,1607299200000,85608059.73744749
241,1607385600000,84695936.97844146
242,1607472000000,77643530.78405608
243,1607558400000,77258533.71758029
244,1607644800000,73019479.91112876
245,1607731200000,67063074.53264825
246,1607817600000,68998005.96321389
247,1607904000000,72368450.61816674
248,1607990400000,74144495.06564687
249,1608076800000,80958321.29626867
250,1608163200000,82697026.71230772
251,1608249600000,77962145.67023137
252,1608336000000,79098065.29444037
253,1608422400000,77655684.25950308
254,1608508800000,72790529.40428856
255,1608595200000,71954471.52541262
256,1608681600000,69532641.54486774
257,1608768000000,56718890.08800321
258,1608854400000,63270395.09871319
259,1608940800000,67364923.8031706
260,1609027200000,61824850.922195025
261,1609113600000,61706533.09169116
262,1609200000000,70774348.23560144
263,1609286400000,78352281.80230162
264,1609372800000,71585859.2732059
265,1609459200000,69766796.8517985
266,1609545600000,86318139.65505527
267,1609632000000,84086466.39653847
268,1609718400000,99775343.80647424
269,1609804800000,111799126.97201678
270,1609891200000,100329573.08891995
271,1609977600000,89806036.82660183
272,1610064000000,617487734.823374
273,1610150400000,832993617.4072843
274,1610236800000,895647361.5109031
275,1610323200000,912330458.1173432
276,1610409600000,817258464.2688268
277,1610496000000,938493137.5207736
278,1610582400000,921726565.2583522
279,1610668800000,859145982.5611855
280,1610755200000,854734765.1596448
281,1610841600000,904006570.0309957
282,1610928000000,1017470477.7839756
283,1611014400000,987108914.5515286
284,1611100800000,953132372.6214266
285,1611187200000,973442831.7891594
286,1611273600000,786986237.3494189
287,1611360000000,870802220.8670269
288,1611446400000,910358037.3778708
289,1611532800000,946423915.3825785
290,1611619200000,970376773.8007468
291,1611705600000,1054703273.4109547
292,1611792000000,965216149.5931334
293,1611878400000,994404569.1401209
294,1611964800000,1011832935.6122584
295,1612051200000,1099976702.0181136
296,1612137600000,1108554251.4633815
297,1612224000000,1181003688.1507916
298,1612310400000,1375270992.6864703
299,1612396800000,1486424501.2461636
300,1612483200000,1677733734.3813236
301,1612569600000,1732564478.9479501
302,1612656000000,1614662623.626382
303,1612742400000,1741080410.398057
304,1612828800000,2067531944.1291592
305,1612915200000,2066515667.7340856
306,1613001600000,2347978417.7784863
307,1613088000000,2396719732.1723113
308,1613174400000,2426763287.306892
309,1613260800000,2299907027.7197843
310,1613347200000,2299584697.079879
311,1613433600000,2319301370.904806
312,1613520000000,2184260799.960396
313,1613606400000,2173930631.1428275
314,1613692800000,2375754523.610692
315,1613779200000,2993685734.1051297
316,1613865600000,2615417098.0195026
317,1613952000000,2943199329.545796
318,1614038400000,3751426598.9179907
319,1614124800000,4014384609.485051
320,1614211200000,4630153132.806194
321,1614297600000,3670715311.01561
322,1614384000000,3630663218.351275
323,1614470400000,3502097092.0348463
324,1614556800000,3482110143.44744
325,1614643200000,3973508157.3198123
326,1614729600000,3703367097.5839825
327,1614816000000,3742765612.839295
328,1614902400000,3465889173.00098
329,1614988800000,3328224948.5193915
330,1615075200000,3455484976.176569
331,1615161600000,3683032789.5785527
332,1615248000000,3627821384.30089
333,1615334400000,3948666694.263174
334,1615420800000,3801048410.6381907
335,1615507200000,4251534865.370938
336,1615593600000,3904039878.018883
337,1615680000000,4102822643.225109
338,1615766400000,3914890622.8352118
339,1615852800000,3802503168.3197436
340,1615939200000,3652666107.3940897
341,1616025600000,3813907144.3630457
342,1616112000000,3818502582.108464
343,1616198400000,3784530964.203633
344,1616284800000,3827195162.447837
345,1616371200000,3820743747.1802936
346,1616457600000,3996883816.28734
347,1616544000000,3797038254.76521
348,1616630400000,3673111725.425858
349,1616716800000,3458196577.606995
350,1616803200000,3952457817.8285327
351,1616889600000,4447942286.041741
352,1616976000000,4849136131.610755
353,1617062400000,5060496028.96088
354,1617148800000,5140859722.050636
355,1617235200000,5229172252.453522
356,1617321600000,5115358904.3969
357,1617408000000,5287278539.188044
358,1617494400000,6076766593.933186
359,1617580800000,6459213598.5183325
360,1617667200000,6143755028.531597
361,1617753600000,6677871480.251414
362,1617840000000,7244692415.792232
363,1617926400000,7238834909.900146
364,1618012800000,7509326042.822403
365,1618099200000,7243681262.228849
366,1618185600000,7504132255.224255
367,1618272000000,7668557969.184397
368,1618358400000,7477651408.251167
369,1618444800000,7124964901.168281
370,1618531200000,7510746946.813054
371,1618617600000,6847726667.985529
372,1618704000000,6763365116.21136
373,1618790400000,8839759827.800987
374,1618876800000,8636876765.15214
375,1618963200000,8638723481.256248
376,1619049600000,8840620046.282288
377,1619136000000,10546870753.411224
378,1619222400000,10009570403.266832
379,1619308800000,11122055713.48721
380,1619395200000,12948847195.888565
381,1619481600000,12053853291.95677
382,1619568000000,11730117463.908833
383,1619654400000,12162250490.154093
384,1619740800000,11521025311.458416
385,1619827200000,11625206342.893156
386,1619913600000,13505629296.647703
387,1620000000000,12731441940.852583
388,1620086400000,12596937422.591501
389,1620172800000,11695753640.918264
390,1620259200000,12196654588.937687
391,1620345600000,11848638343.099876
392,1620432000000,11736620149.519144
393,1620518400000,12483159691.847982
394,1620604800000,12070625546.32745
395,1620691200000,11724389834.30516
396,1620777600000,12215743859.11548
397,1620864000000,12440648899.351025
398,1620950400000,11096669650.829687
399,1621036800000,11689352286.167381
400,1621123200000,11799908298.851982
401,1621209600000,12808567896.878407
402,1621296000000,12904194705.374098
403,1621382400000,15371663655.587006
404,1621468800000,9921711894.075151
405,1621555200000,12171270499.157091
406,1621641600000,10430110171.295877
407,1621728000000,8668570148.20386
408,1621814400000,6741153859.711209
409,1621900800000,8456340961.644993
410,1621987200000,8200361459.252724
411,1622073600000,9637728345.153328
412,1622160000000,9223068939.871315
413,1622246400000,7915741496.510311
414,1622332800000,7555682949.616899
415,1622419200000,7786190305.535411
416,1622505600000,8921358871.643251
417,1622592000000,8466375153.864945
418,1622678400000,9317118424.38306
419,1622764800000,10988660955.92941
420,1622851200000,10271428908.065245
421,1622937600000,10611364493.458803
422,1623024000000,11508207254.494314
423,1623110400000,10637505878.18168
424,1623196800000,11375166576.681133
425,1623283200000,11544497584.210085
426,1623369600000,11231058225.872488
427,1623456000000,9831892846.255322
428,1623542400000,10095207879.649364
429,1623628800000,10521989454.932697
430,1623715200000,10808680336.53195
431,1623801600000,10852976029.829046
432,1623888000000,10781816203.272686
433,1623974400000,10638298323.849005
434,1624060800000,10008182630.914902
435,1624147200000,9621683962.87426
436,1624233600000,9611623563.108702
437,1624320000000,7439425733.837019
438,1624406400000,7157859824.732246
439,1624492800000,8377496849.572571
440,1624579200000,8585542319.490724
441,1624665600000,7985242401.768215
442,1624752000000,7914659494.026683
443,1624838400000,8602431238.497906
444,1624924800000,9040653316.656572
445,1625011200000,9355893411.033453
446,1625097600000,9784660089.64145
447,1625184000000,9145093164.974165
448,1625270400000,9219660440.797184
449,1625356800000,9395489549.381342
450,1625443200000,9396692749.038607
451,1625529600000,9033978686.400785
452,1625616000000,9343669279.576614
453,1625702400000,9995196544.250605
454,1625788800000,9137574846.549248
455,1625875200000,9138440436.827877
456,1625961600000,8716478997.829847
457,1626048000000,8760359617.466415
458,1626134400000,8429306463.204107
459,1626220800000,7953342249.0019
460,1626307200000,8488446183.42694
461,1626393600000,7712932810.684437
462,1626480000000,7168957057.321149
463,1626566400000,7314497718.903992
464,1626652800000,7331794881.762145
465,1626739200000,6774142705.91918
466,1626825600000,6500208589.083082
467,1626912000000,7243897344.253764
468,1626998400000,7561860534.399218
469,1627084800000,7713349030.470103
470,1627171200000,7794117620.737434
471,1627257600000,7718142916.945531
472,1627344000000,7706970297.480305
473,1627430400000,7591579830.598075
474,1627516800000,7595729558.871121
475,1627603200000,8603692851.645973
476,1627689600000,8782089188.680168
477,1627776000000,9870964496.720772
478,1627862400000,9272656715.856787
479,1627948800000,9090469010.815338
480,1628035200000,9368039157.991346
481,1628121600000,9803376069.99858
482,1628208000000,10217649265.24856
483,1628294400000,10788517295.598755
484,1628380800000,10716940358.779821
485,1628467200000,10274392698.30968
486,1628553600000,10540000830.327097
487,1628640000000,11060502356.763584
488,1628726400000,11911671445.966951
489,1628812800000,11719191265.4597
490,1628899200000,12659136195.430464
491,1628985600000,12632010978.831278
492,1629072000000,15290073919.010557
493,1629158400000,18474853367.365612
494,1629244800000,18770890602.314026
495,1629331200000,21274810508.661808
496,1629417600000,20809209324.240616
497,1629504000000,22425622491.819256
498,1629590400000,21281170312.308853
499,1629676800000,20991469522.08777
500,1629763200000,22022469783.777603
501,1629849600000,20724670218.176235
502,1629936000000,20802776475.036793
503,1630022400000,22227352877.21953
504,1630108800000,25629594571.27215
505,1630195200000,28329094352.267193
506,1630281600000,27304152716.88658
507,1630368000000,31920673369.62922
508,1630454400000,31632430274.413536
509,1630540800000,32218252304.33078
510,1630627200000,37338512656.086975
511,1630713600000,42571321335.873764
512,1630800000000,40720531105.91831
513,1630886400000,41412015757.628494
514,1630972800000,47904979408.22902
515,1631059200000,51322390022.245636
516,1631145600000,55627271034.27753
517,1631232000000,55264334912.28869
518,1631318400000,52325632036.02054
519,1631404800000,52220905554.677574
520,1631491200000,51473851354.0501
521,1631577600000,49653193581.09068
522,1631664000000,46493824080.66087
523,1631750400000,46994383928.494865
524,1631836800000,45094080634.83586
525,1631923200000,43906621683.99821
526,1632009600000,50565779823.43124
527,1632096000000,45589411995.17647
528,1632182400000,39478971644.30225
529,1632268800000,36248052948.592964
530,1632355200000,44125796474.8162
531,1632441600000,44686382478.55573
532,1632528000000,41548029058.16029
533,1632614400000,40572796552.98121
534,1632700800000,40356234736.375404
535,1632787200000,40533909717.20195
536,1632873600000,39030320223.35616
537,1632960000000,40196990252.30242
538,1633046400000,42018890336.78696
539,1633132800000,47883980396.73367
540,1633219200000,50355827427.96756
541,1633305600000,51567116629.13389
542,1633392000000,50072719494.08351
543,1633478400000,49008643389.98899
544,1633564800000,46002942256.337265
545,1633651200000,46145608847.85937
546,1633737600000,47345863609.85284
547,1633824000000,47177850270.14671
548,1633910400000,44343249688.30569
549,1633996800000,43203031420.33364
550,1634083200000,45622740431.63671
551,1634169600000,44499473671.88846
552,1634256000000,45052609321.74922
553,1634342400000,48823858407.19429
554,1634428800000,47599650302.30947
555,1634515200000,47919023512.03581
556,1634601600000,47243856329.811134
557,1634688000000,46992561227.938385
558,1634774400000,52336972845.39368
559,1634860800000,56745796681.7565
560,1634947200000,59570438795.92708
561,1635033600000,59635176948.857414
562,1635120000000,60949072513.08539
563,1635206400000,63765586638.26856
564,1635292800000,60474514072.54135
565,1635379200000,55282416869.143555
566,1635465600000,58664473682.87197
567,1635552000000,60296944148.15687
568,1635638400000,58207049317.824005
569,1635724800000,61090424896.042694
570,1635811200000,61206174446.06882
571,1635897600000,65196157014.88239
572,1635984000000,72820184828.91289
573,1636070400000,74509034095.48589
574,1636156800000,71642292583.50812
575,1636243200000,77427308372.12741
576,1636329600000,75738472890.52711
577,1636416000000,75445282061.2759
578,1636502400000,72453801809.51566
579,1636588800000,70391383039.29988
580,1636675200000,71231238187.65797
581,1636761600000,69321107450.57858
582,1636848000000,72948327032.41917
583,1636934400000,72218517508.24437
584,1637020800000,72198022029.53314
585,1637107200000,66832143637.96159
586,1637193600000,66086823807.616
587,1637280000000,59087558120.593094
588,1637366400000,65296328677.09514
589,1637452800000,66281609248.12345
590,1637539200000,71043502688.01355
591,1637625600000,65724676692.43798
592,1637712000000,67490798261.18599
593,1637798400000,62457339767.62576
594,1637884800000,63900196618.38859
595,1637971200000,58390912497.66776
596,1638057600000,58410646819.21711
597,1638144000000,61094490229.682304
598,1638230400000,62325150548.69784
599,1638316800000,63510180677.8961
600,1638403200000,70172175382.70602
601,1638489600000,71252377813.81462
602,1638576000000,65135413411.05541
603,1638662400000,61293686195.46672
604,1638748800000,59802410642.4824
605,1638835200000,59370079864.68529
606,1638921600000,58418632345.764206
607,1639008000000,59595483461.428604
608,1639094400000,56181625087.33603
609,1639180800000,52395376111.97878
610,1639267200000,52819332275.01751
611,1639353600000,53334889635.756134
612,1639440000000,47995350984.2677
613,1639526400000,49398872819.44277
614,1639612800000,54610048507.25148
615,1639699200000,54368442494.9893
616,1639785600000,54006293233.102875
617,1639872000000,56393839315.24814
618,1639958400000,55790507174.071236
619,1640044800000,54061922630.24034
620,1640131200000,55570757138.288246
621,1640217600000,55058052155.04185
622,1640304000000,58709806077.205986
623,1640390400000,58852086815.42499
624,1640476800000,59797071721.913025
625,1640563200000,61198787207.68108
626,1640649600000,60810349839.61329
627,1640736000000,55425780679.24532
628,1640822400000,52726687301.09404
629,1640908800000,53261290659.86848
630,1640995200000,52907181305.50652
631,1641081600000,55089640249.096664
632,1641168000000,54604426218.58956
633,1641254400000,52886550470.82176
634,1641340800000,52272480718.14088
635,1641427200000,48184360964.1156
636,1641513600000,46854691785.8186
637,1641600000000,42610750948.59599
638,1641686400000,44680435604.26222
639,1641772800000,43844556062.79441
640,1641859200000,42320546842.20343
641,1641945600000,43823867475.83328
642,1642032000000,47534063482.95965
643,1642118400000,45924153329.20764
644,1642204800000,45849250868.07178
645,1642291200000,46337099650.87288
646,1642377600000,46450557289.26664
647,1642464000000,44032309573.9257
648,1642550400000,44575080930.62185
649,1642636800000,42848572759.496826
650,1642723200000,40727678847.05303
651,1642809600000,35070043876.86985
652,1642896000000,29665575896.047955
653,1642982400000,31290905178.53205
654,1643068800000,28909954628.237045
655,1643155200000,30084800205.779095
656,1643241600000,29243771848.310368
657,1643328000000,28179557560.867977
658,1643414400000,28786945733.928276
659,1643500800000,30216232718.877556
660,1643587200000,29427732656.729218
661,1643673600000,31354693276.844906
662,1643760000000,34784263657.23243
663,1643846400000,31975373921.89307
664,1643932800000,31833368519.650074
665,1644019200000,35127905584.898895
666,1644105600000,36087037718.41055
667,1644192000000,36521264719.12104
668,1644278400000,37305112916.66873
669,1644364800000,36125330680.249535
670,1644451200000,36294064610.281944
671,1644537600000,33826915836.727123
672,1644624000000,30597070580.09104
673,1644710400000,30347618773.26294
674,1644796800000,29672733160.79642
675,1644883200000,30784741416.87896
676,1644969600000,33579862333.60316
677,1645056000000,32707737720.154152
678,1645142400000,29918359231.26159
679,1645228800000,28828455911.828396
680,1645315200000,29209068299.47004
681,1645401600000,29261491189.686405
682,1645488000000,26727888651.40893
683,1645574400000,27744256745.686615
684,1645660800000,27294663661.65063
685,1645747200000,28497445445.309517
686,1645833600000,29919961866.348053
687,1645920000000,28767659413.525894
688,1646006400000,27360038516.30834
689,1646092800000,31846087892.82589
690,1646179200000,31569373571.96833
691,1646265600000,32379126078.839725
692,1646352000000,30435232238.200184
693,1646438400000,28319787092.93302
694,1646524800000,28439402258.606415
695,1646611200000,26835926882.34714
696,1646697600000,26300808792.830048
697,1646784000000,26425486647.51813
698,1646870400000,28509710713.35766
699,1646956800000,26526485356.294556
700,1647043200000,26163052143.35841
701,1647129600000,26366084285.169167
702,1647216000000,25452866391.0416
703,1647302400000,26140341333.7746
704,1647388800000,26592730954.19203
705,1647475200000,27984951680.550426
706,1647561600000,28483849999.645226
707,1647648000000,28795996368.61534
708,1647734400000,29598406487.051815
709,1647820800000,28394223139.824287
710,1647907200000,28382479439.33157
711,1647993600000,29048148956.10171
712,1648080000000,30612053298.879955
713,1648166400000,32979523332.775997
714,1648252800000,31980590349.304367
715,1648339200000,33176556212.500633
716,1648425600000,34802243172.81474
717,1648512000000,34753559141.629364
718,1648598400000,36192035879.28324
719,1648684800000,39218225944.819916
720,1648771200000,40036171559.14788
721,1648857600000,43736096533.81698
722,1648944000000,43260457424.49813
723,1649030400000,44426659281.57661
724,1649116800000,43072219169.516655
725,1649203200000,41374924383.733
726,1649289600000,36929750315.179565
727,1649376000000,38892547341.88895
728,1649462400000,35663008069.967834
729,1649519026000,35995727972.976074
